first_order_doi,Overton id,Title,Translated title,Document type,Published_on,Document URL,Source specific tags,Top topics,Languages,Document theme,Policy Document DOIs
10.1056/nejmoa1304459,ecdc-975cffa2054e0a4d994de9eae60ac827,"Rapid Risk Assessment: Human infection by low pathogenic avian influenza A(H7) viruses, 13 February 2015",,Publication,2015-02-12,https://www.ecdc.europa.eu/en/publications-data/rapid-risk-assessment-human-infection-low-pathogenic-avian-influenza-ah7-viruses,,"Avian influenza, Influenza, Influenza A virus subtype H7N9",eng,"science and technology, health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
10.1056/nejmoa1304459,paho-b236ded0256b5d780ef5c509f97bc6ac,Epidemiological Alerts and Updates. Annual Report 2013,,Publication,2014-04-04,https://iris.paho.org/handle/10665.2/50530,,"Epidemiology, Medical specialties, Infectious diseases",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",
10.1056/nejmoa1304459,ecdc-776be646e865e9fd01be1ec855a8ecdd,"Rapid risk assessment: Human infections with avian influenza A viruses, China",,Publication,2014-02-26,https://www.ecdc.europa.eu/en/publications-data/rapid-risk-assessment-human-infections-avian-influenza-viruses-china,,"Influenza A virus subtype H7N9, Influenza A virus subtype H5N1, Avian influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease, science and technology",
10.1056/nejmoa1304459,cdc-1a588651474b01267d973473a5e35212,Centers for Disease Control and Prevention Influenza Division international activities fiscal years 2012 & 2013 annual report,,Clinical guidance,2014-01-01,https://stacks.cdc.gov/view/cdc/24412,,"Influenza pandemic, Influenza-like illness, Influenza",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
10.1056/nejmoa1304459,europa-a9668ce81c8ecad43ec51ad50d64a1ec,Eurosurveillance : special edition : emergence of novel influenza A(H7N9) virus. July 2013.,,Publication,2013-07-25,https://op.europa.eu/en/publication-detail/-/publication/c2393ed9-e57b-4bf8-8f18-4c5e840fdb0f/language-en/format-PDF,,"Influenza A virus subtype H7N9, Influenza, Influenza A virus subtype H5N1",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology>natural science>biology",
10.1056/nejmoa1304459,ecdc-a086bc835ffb08f1c0cd2ede54009b3a,"Human infection with a novel avian influenza virus, A(H7N9), China - 2nd update, 8 May 2013",,Publication,2013-05-08,https://www.ecdc.europa.eu/en/publications-data/human-infection-novel-avian-influenza-virus-ah7n9-china-2nd-update-8-may-2013,,"Influenza A virus subtype H7N9, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness, health>diseases and conditions>communicable disease",
10.1056/nejmoa1304459,fao-8e51a95fbd88ac7f350f6049b1d3d4ae,EMPRES Boletín de enfermedades transfronterizas de los animales: Fascículo No. 42 - 2014,EMPRES Transboundary Animal Disease Bulletin: Issue No. 42 - 2014,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/I3470S,"1 - Продукты знаний, Publicaciones, value chains","Influenza, Food and Agriculture Organization, Avian influenza",spa,"economy, business and finance, health>diseases and conditions, science and technology, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, economy, business and finance>economic sector",
10.1056/nejmoa1304459,fao-b8a6abd66ae05ae86d1a2150d01c2017,EMPRES Bulletin des maladies animales transfrontières: Fascicule No. 42 - 2013,EMPRES Transboundary Animal Disease Bulletin: Issue No. 42 - 2013,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/I3470F,"1 - Продукты знаний, Publicaciones, value chains","Newcastle disease, Bird, Health",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease>retrovirus",
10.1056/nejmoa1304459,fao-d867bcebf3babe909e64396afe41dd5f,EMPRES Transboundary Animal Diseases Bulletin: Issue No. 42 - 2013,,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/I3470E,"1 - Продукты знаний, Publicaciones, value chains","Health, Health sciences, Disease surveillance",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",
10.1056/nejmoa1304459,fao-725a9ffb88355b5895b9eab71a4384bc,EMPRES Boletín de enfermedades transfronterizas de los animales: Fascículo No. 42 - 2014,EMPRES Transboundary Animal Disease Bulletin: Issue No. 42 - 2014,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/i3470s,"1 - Продукты знаний, CCK_ClimateScience, FAO COFO meeting parameter, FAO Conferences meeting parameter, FAO Council meeting parameter, Publicaciones","Influenza, Food and Agriculture Organization, Avian influenza",spa,"economy, business and finance, health>diseases and conditions, science and technology, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, economy, business and finance>economic sector",
10.1056/nejmoa1304459,fao-b1f5e63ac463c2a9fe576173e5e8c9cf,EMPRES Transboundary Animal Diseases Bulletin: Issue No. 42 - 2013,,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/i3470e,"1 - Продукты знаний, CCK_ClimateScience, FAO COFO meeting parameter, FAO Conferences meeting parameter, FAO Council meeting parameter, Publicaciones","Influenza A virus subtype H7N9, Avian influenza, OIE/FAO Network of Expertise on Animal Influenza",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",
10.1126/science.abb7015,govdeptsspain-11fbf5dadc41da37b68d907f9286e55f,Informe,Report,Publication,2023-12-15,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/en/catalogo_imagenes/grupo.do?path=343239,,"SARS-CoV-2, COVID-19, Infection",spa,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",
10.1126/science.abb7015,stateofmichigan-4ec76962842c94d8ce0349cec07b64b6,Notice of Meeting: Michigan Commission of Agriculture and Rural Development,,Publication,2023-11-09,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2023-11-08-Meeting-materials.pdf?hash=7EA9C180F1C91302B84F26B03F54D5CA&rev=823a65f7386a4a09b53164afc7515d2a,,"Dairy cattle, Veal, Calf (animal)",eng,"economy, business and finance, economy, business and finance>economic sector, health>health treatment, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, health, health>health treatment>diet",
10.1126/science.abb7015,stateofmichigan-bae67a1fe4ea2f02499a4c6bcf17e466,Notice of Meeting: Michigan Commission of Agriculture and Rural Development,,Publication,2023-11-09,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2023-11-08-Meeting-materials.pdf?rev=823a65f7386a4a09b53164afc7515d2a&hash=178D0BCE6EC2B8FD4C9A7C4D8BC736C2,,"Dairy cattle, Veal, Calf (animal)",eng,"economy, business and finance, economy, business and finance>economic sector, health>health treatment, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, health, health>health treatment>diet",
10.1126/science.abb7015,stateofmichigan-bc657f60e7aa037aef4a959821f43951,Michigan Comission of Agriculture and Rural Development Packet,,Publication,2023-10-11,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2023-10-11-Revised-Packet-including-GAAMPS.pdf?hash=B8A292B686C0DD60260C59BC7D68D718&rev=7f1209ad682543d596b82fe76cf4b0dd,,"Veterinarian, Beef cattle, Cattle",eng,"economy, business and finance, economy, business and finance>economic sector, environment, lifestyle and leisure, lifestyle and leisure>lifestyle, politics, politics>government policy, politics>government policy>regulatory of industry, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, labour>employment legislation, politics>government policy>regulatory of industry>food and drink regulations, environment>natural resources, labour, health",
10.1126/science.abb7015,stateofmichigan-f8953104befec64af9b9c929eed4b58b,Michigan Comission of Agriculture and Rural Development Packet,,Publication,2023-10-11,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2023-10-11-Revised-Packet-including-GAAMPS.pdf?rev=7f1209ad682543d596b82fe76cf4b0dd&hash=D906A260EDD80651572F43DAC33F7DC0,,"Veterinarian, Beef cattle, Cattle",eng,"economy, business and finance, economy, business and finance>economic sector, environment, lifestyle and leisure, lifestyle and leisure>lifestyle, politics, politics>government policy, politics>government policy>regulatory of industry, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, labour>employment legislation, politics>government policy>regulatory of industry>food and drink regulations, environment>natural resources, labour, health",
10.1126/science.abb7015,folketingetdk-ca4a6e91cdf9944edb2c0a1f4b2a3b2f,Miljø- og Fødevareudvalget (MOF) Alm. del,The Environment and Food Committee (MOF) Alm. share,Scholarly article,2023-03-29,https://www.ft.dk/samling/20222/almdel/MOF/bilag/251/index.htm,,"Virus, SARS-CoV-2, Variants of SARS-CoV-2",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology>genetics",
10.1126/science.abb7015,ecdc-e5e12ff3b7f719f28f682ea2082f52b2,"SARS-CoV-2 in animals: susceptibility of animal species, risk for animal and public health, monitoring, prevention and control",,Publication,2023-02-28,https://www.ecdc.europa.eu/en/publications-data/sars-cov-2-animals-susceptibility-animal-species-risk-animal-and-public-health,,"SARS-CoV-2, Variants of SARS-CoV-2, Infection",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health",
10.1126/science.abb7015,dhsgov-eeb18fe8690357c6b05b850ab4cf6b68,Master Question List fgor COVID-19 (caused by SARS-CoV-2),,Publication,2023-02-21,https://www.dhs.gov/sites/default/files/2023-02/23_0131_st_mql_sars_cov-2.pdf,,"SARS-CoV-2 Omicron variant, Variants of SARS-CoV-2, COVID-19 testing",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, health>diseases and conditions>illness, science and technology>natural science>biology>genetics",
10.1126/science.abb7015,stateofmichigan-bab4af353327e85f4bd4adc02b35fb5c,2023 GAAMPS Packet,,Publication,2022-09-02,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2022-09-14_meeting_materials-Draft-2023-GAAMPS.pdf?rev=cc9d8c86863a4745b6a3d32ec35e5cc8&hash=641D1B968BB02AF116FC7A9216A03AE8,,"Zoonosis, Chronic wasting disease, Calf (animal)",eng,"economy, business and finance, economy, business and finance>economic sector, health, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, health>diseases and conditions",
10.1126/science.abb7015,stateofmichigan-1c54b75c2dd9cfd45cafa2b5e9faf80d,2023 GAAMPS Packet,,Publication,2022-09-02,https://www.michigan.gov/mdard/-/media/Project/Websites/mdard/documents/boards/agcommission/2022-09-14_meeting_materials-Draft-2023-GAAMPS.pdf?rev=cc9d8c86863a4745b6a3d32ec35e5cc8&hash=F952EE74155C53F3A48613CC577D6212,,"Zoonosis, Chronic wasting disease, Calf (animal)",eng,"economy, business and finance, economy, business and finance>economic sector, health, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>agriculture, lifestyle and leisure>lifestyle>food and drink, health>diseases and conditions",
10.1126/science.abb7015,rijksoverheid-483c7d18bde7c3e6d544db89c21072ce,Beoordeling van de zoogdiersoorten,Assessment of the mammalian species,Publication,2022-07-07,https://www.rijksoverheid.nl/documenten/rapporten/2022/07/07/beoordeling-van-de-zoogdiersoorten,,"Rut (mammalian reproduction), Pronghorn, Zoonosis",dut,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, environment, science and technology>natural science>biology>genetics",
10.1126/science.abb7015,rijksoverheid-17aa3df2a6cefb4d22310c216aaef3c6,COVID-19: het gebruik van proefdieren en proefdiervrije methoden in de dynamiek van een pandemie,COVID-19: the use of laboratory animals and non-animal methods in the dynamics of a pandemic,Publication,2022-06-27,https://www.rijksoverheid.nl/documenten/rapporten/2022/06/27/eindrapport-ncad-covid-19,,"COVID-19, COVID-19 pandemic, Research",dut,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health",
10.1126/science.abb7015,jordbruksverket-09b44951d6cd90e47839c6cccfa079f7,Regeringsuppdrag om nya zoonoser,Government assignment on new zoonoses,Publication,2022-06-21,https://webbutiken.jordbruksverket.se/sv/artiklar/ra223.html,,"Avian influenza, Zoonosis, Pathogen transmission",swe,"health>diseases and conditions>illness, health>diseases and conditions, health",
10.1126/science.abb7015,ministrukabinets-386eee3016485fe57f61eb2658b1e922,"One Health, SARS-CoV-2, surveillance, cat, coronavirus, prevalence",,Publication,2022-06-07,https://ppdb.mk.gov.lv/wp-content/uploads/2022/12/4.-raksts.pdf,,"SARS-CoV-2, ELISA, DNA sequencing",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",
10.1126/science.abb7015,governmentofmexico-aa9ede10dc3d4af668f5d7f4e91f5454,El consorcio de científicos innovadores en la salud de la SRE ante la COVID-19,The consortium of innovative health scientists of the SRE in the face of COVID-19,Publication,2021-12-22,https://www.gob.mx/sre/documentos/el-consorcio-de-cientificos-innovadores-en-la-salud-de-la-sre-ante-la-covid-19,,"COVID-19, COVID-19 vaccine, Severe acute respiratory syndrome coronavirus 2",spa,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology",
10.1126/science.abb7015,animalwelfareinstitute-8cf9f451cb0059fbb752f1996db0baa4,Petition to the US Fish and Wildlife Service to List American Mink (Neovison vison) in Trade as Injurious under the Lacey Act,,Publication,2021-11-10,https://awionline.org/sites/default/files/uploads/documents/AWI-Lacey-Act-Petition-American-Mink.pdf,,"Trapping, SARS-CoV-2, Mink",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",
10.1126/science.abb7015,animalwelfareinstitute-8ab77ad2482c5c53ee1bfccede9eaea0,Joint Comments to the US Department of Agriculture’s Animal and Plant Health Inspection Service on Enhancing Disease Prevention and Surveillance of Mink and other Fur Farms,,Publication,2021-10-08,https://awionline.org/sites/default/files/uploads/documents/Comments-APHIS-Disease-Surveillance-Framework.pdf,,"SARS-CoV-2, Trapping, Natural reservoir",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology",
10.1126/science.abb7015,crewacuk-1453716767494995562ee69f0bfbef7a,Aerosol/droplet sampling of wastewater for SARS-CoV-2 | CREW | Scotland's Centre of Expertise for Waters,,Publication,2021-09-12,https://www.crew.ac.uk/publication/aerosoldroplet-sampling-wastewater-sars-cov-2,,"Cyclonic separation, Bioaerosol, Aerosol",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health>diseases and conditions, health, science and technology>natural science>biology",
10.1126/science.abb7015,govdeptsjapan-ec9a92ef85ff4cd7f13bbc75e67846a3,SARS-CoV-2 Infection in Animals,,Publication,2021-08-16,https://www.maff.go.jp/j/syouan/douei/covid-19/attach/pdf/summary-6.pdf,,"SARS-CoV-2, Clinical medicine, Medical specialties",jpn,"health>diseases and conditions>communicable disease, health>health treatment, science and technology, science and technology>natural science, health>diseases and conditions, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>health treatment>medicine, science and technology>natural science>biology>genetics",
10.1126/science.abb7015,phoca-d42dfe91e577297c6f553017f37dbd7d,Additional Routes of COVID-19 Transmission – What We Know So Far,,Clinical guidance,2021-07-02,https://www.publichealthontario.ca/-/media/Documents/nCoV/COVID-WWKSF/2020/12/routes-transmission-covid-19.pdf?rev=ba25b92e8ef0433392442bfeb3550480&sc_lang=en,,"Pathogen transmission, Transmission of COVID-19, COVID-19",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, health, health>diseases and conditions>illness",
10.1126/science.abb7015,cdc-402e15353a4cf7bfa9ad04c48d3341e3,Scientific brief : SARS-CoV-2 transmission,,Clinical guidance,2021-05-07,https://stacks.cdc.gov/view/cdc/105949,,"Respiratory droplet, Transmission (medicine), Severe acute respiratory syndrome coronavirus 2",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",
10.1126/science.abb7015,paho-3a1a95779118ccee654dc333d983accb,Sequenciamento genômico do SARS-CoV-2 para objetivos de saúde pública. Orientação provisória. 8 de janeiro de 2021,"SARS-CoV-2 genomic sequencing for public health objectives. Interim guidance. January 8, 2021",Publication,2021-04-30,https://iris.paho.org/handle/10665.2/53885,,"SARS-CoV-2, Virus, Bioinformatics",por,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",
10.1126/science.abb7015,apo-bd4a9ede72412c913090bc2ba3ab7200,WHO-convened global study of origins of SARS-CoV-2: China part,,Publication,2021-03-30,https://apo.org.au/node/311637,,"Severe acute respiratory syndrome coronavirus 2, Coronavirus disease 2019, Severe acute respiratory syndrome coronavirus",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",
10.1126/science.abb7015,efsaeu-2ce19bb737eacbf76f971ad42a771a04,Monitoring of SARS‐CoV‐2 infection in mustelids,,Publication,2021-03-03,https://www.efsa.europa.eu/en/efsajournal/pub/6459,,"SARS-CoV-2, Cluster 5, Variants of SARS-CoV-2",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",10.2903/j.efsa.2021.6459
10.1126/science.abb7015,who-193b0ab120624c29b16839577ae23f4d,"Secuenciación del genoma del SARS-CoV-2 con fines de salud pública: orientaciones provisionales, 8 de enero de 2021","SARS-CoV-2 Genome Sequencing for Public Health Purposes: Interim Guidance, January 8, 2021",Publication,2021-01-26,https://apps.who.int/iris/handle/10665/338892,,"Whole genome sequencing, Severe acute respiratory syndrome coronavirus 2, Virus",spa,"health, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",
10.1126/science.abb7015,who-6af93de558dc860b4b47d7dcf1276e0f,"Séquençage génomique du SARS-CoV-2 à des fins de santé publique : orientations provisoires, 8 janvier 2021","SARS-CoV-2 Genomic Sequencing for Public Health Purposes: Interim Guidance, January 8, 2021",Publication,2021-01-26,https://apps.who.int/iris/handle/10665/338890,,"Health, Immune system, Severe acute respiratory syndrome coronavirus 2",fre,"health, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",
10.1126/science.abb7015,who-8aa45e993d43f33c72cd3f6158e9ad9f,"SARS-CoV-2 genomic sequencing for public health goals: interim guidance, 8 January 2021",,Publication,2021-01-08,https://apps.who.int/iris/handle/10665/338483,,"Severe acute respiratory syndrome coronavirus 2, DNA sequencing, Virus",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health>diseases and conditions",
10.1126/science.abb7015,fao-a278a94cfb3e0479d78710005ec892bf,Recommendations for the epidemiological investigation of SARS-CoV-2 in exposed animals,,Publication,2021-01-01,https://openknowledge.fao.org/handle/20.500.14283/CB7140EN,"1 - Продукты знаний, Publicaciones, value chains","SARS-CoV-2, COVID-19, Risk",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology",10.4060/cb7140en
10.1126/science.abb7015,fao-c0249fcf56f519ad1f3241cc3211f967,Recommendations for the epidemiological investigation of SARS-CoV-2 in exposed animals,,Publication,2021-01-01,https://openknowledge.fao.org/handle/20.500.14283/cb7140en,"1 - Продукты знаний, CCK_ClimateScience, FAO COFO meeting parameter, FAO Conferences meeting parameter, FAO Council meeting parameter, Publicaciones","SARS-CoV-2, COVID-19, Risk",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology",10.4060/cb7140en
10.1126/science.abb7015,adminch-06088b7b0c8171483e6f8eb4d6598793,Newsletter Antibiotika in der Veterinärmedizin,Newsletter Antibiotics in veterinary medicine,Publication,2020-12-14,https://www.blv.admin.ch/dam/blv/de/dokumente/tiere/tierkrankheiten-und-arzneimittel/tierarzneimittel/star-antibiotika/newsletter-star-veterinaermedizin-6.pdf.download.pdf/Newsletter%20StAR%20Veterinärmedizin%20Nr.%206.pdf,,"SARS-CoV-2, Zoonosis, Infection",ger,"health, health>diseases and conditions, science and technology>biomedical science>pharmacology, science and technology, science and technology>biomedical science",
