Overton id,Title,Translated title,Document type,Published_on,Document URL,Source specific tags,Top topics,Languages,Document theme,Policy Document DOIs
who-b7697af8596ed30724edfcab9e0ca495,2017 update,,Publication,2018-01-22,https://apps.who.int/iris/handle/10665/259891,,"Infection, Medical specialties, Health sciences",eng,"health>diseases and conditions, science and technology, science and technology>natural science, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease",
europa-9b1f7e177277cec9d3df04b5e2e1be89,Interferences between non-proliferation and science : ‘exporting’ dual-use know-how and technology in conformity with security imperatives.,,Publication,2018-01-09,https://op.europa.eu/en/publication-detail/-/publication/7aa93b6b-f5bb-11e7-b8f5-01aa75ed71a1/language-en/format-PDF,,"Human activities, Culture, European Union",eng,"economy, business and finance, health, science and technology, politics>international relations, politics, economy, business and finance>economy, science and technology>natural science, science and technology>social sciences",10.2760/26856
kcdc-96ea79d51402b22ca2054032af04c3ae,질병관리본부,Center for Disease Control,Clinical guidance,2017-10-19,https://www.cdc.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,,kor,,
kcdc-e56ff0b38fd48617189347e3134fa738,질병관리청,Centers for Disease Control and Prevention,Clinical guidance,2017-10-19,https://www.kdca.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,"Biology, Life sciences, Influenza A virus subtype H1N1",kor,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>health treatment, science and technology>natural science>biology, science and technology>natural science, health, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health>health treatment>medicine",
royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de,Implications of advances in science for the BTWC,,Publication,2017-09-20,https://royalsociety.org/topics-policy/projects/biological-toxin-weapons-convention,,"Orthomyxoviridae, Microscopy, Antibody",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology, health, science and technology>natural science>biology>genetics",
efsaeu-b873f920c8b5f7b8dec02e047edbbe1c,Urgent request on avian influenza,,Publication,2017-01-30,https://www.efsa.europa.eu/en/efsajournal/pub/4687,,"Poultry, Disease surveillance, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, science and technology, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2016.4687
tabde-d5c66a1587b61e8b39c2be111b3a2c40,Synthetische Biologie - die nächste Stufe der Bio- und Gentechnologie,Synthetic Biology - the next level of biotechnology and genetic engineering,Publication,2015-12-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,,"Technology assessment, Biology, Photosynthesis",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>natural resources",
apo-1bba1a3322091ba0e135b6052be89310,Questions from the lab – is Australia and the near region ready for the next attack of ‘flu?,,Publication,2015-10-22,https://apo.org.au/node/58152,,"Influenza, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
federalregister-8e89311affc2d616b5a673f7ecc4b616,"Possession, Use, and Transfer of Select Agents and Toxins; Addition of Certain Influenza Virus Strains to the List of Select Agents and Toxins",,Publication,2015-07-16,https://www.federalregister.gov/documents/2015/07/16/2015-17435/possession-use-and-transfer-of-select-agents-and-toxins-addition-of-certain-influenza-virus-strains,,"Medical specialties, Medicine, Health",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology, health, science and technology, science and technology>natural science>biology>genetics",
govuk-74072b2a080f79586a710c7f7194ce85,"Innovation: managing risk, not avoiding it",,Publication,2014-11-19,https://www.gov.uk/government/publications/innovation-managing-risk-not-avoiding-it,,"Innovation, Risk, Automation",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economy, environment, society, economy, business and finance>economic sector>transport, science and technology>natural science>biology, education, science and technology, society>values",
ecdc-ddf8ab52f809422787e816a3efceede7,Annual Epidemiological Report 2013 [2011 data],,Publication,2013-12-18,https://www.ecdc.europa.eu/en/publications-data/annual-epidemiological-report-2013-2011-data,,"Influenza A virus subtype H3N2, Influenza A virus subtype H5N1, Avian influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease",
thlfi-2a4bd2070b285e6423e372c618acc9b4,Laboratory diagnosis and surveillance of acute respiratory tract infections caused by certain common viruses and Mycoplasma pneumoniae,,Clinical guidance,2013-10-09,http://www.julkari.fi/handle/10024/110666,,"Influenza A virus subtype H3N2, Infection, Influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease, science and technology",
cdc-5316d03a2a78ed5c0967ac220032b779,Biosafety recommendations for work with influenza viruses containing a hemagglutinin from the A/goose/Guangdong/1/96 lineage,,Clinical guidance,2013-06-10,https://stacks.cdc.gov/view/cdc/13731,,"Influenza A virus subtype H5N1, Avian influenza, Biosafety level",eng,"science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",
parliamentofaustraliacc-aa9c6cbc8cc1d60c88dfc9b136b5c45e,Implementation of the Defence Trade Controls Legislation Submission 12,,Publication,2013-05-20,https://www.aph.gov.au/DocumentStore.ashx?id=7e78bfeb-3fd2-41c8-af9e-bcbad7f0eb75&subId=23372,,"Governance, Education, Policy",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics",
ecdc-a086bc835ffb08f1c0cd2ede54009b3a,"Human infection with a novel avian influenza virus, A(H7N9), China - 2nd update, 8 May 2013",,Publication,2013-05-08,https://www.ecdc.europa.eu/en/publications-data/human-infection-novel-avian-influenza-virus-ah7n9-china-2nd-update-8-may-2013,,"Influenza A virus subtype H7N9, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness, health>diseases and conditions>communicable disease",
hcspfr-2184f263c83f8debd5ae7d1a8be48362,Infections dues aux virus <em>influenzae</em> aviaires A(H7N9) ou A(H5N1). Recommandations,Infections due to avian <em>influenza</em> viruses A(H7N9) or A(H5N1). Recommendations,Publication,2013-04-25,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=323,,"Influenza A virus subtype H7N9, Influenza A virus subtype H5N1, Influenza",fre,"science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health>diseases and conditions, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
congressionalresearch-3db2dd2942bbac383a25e975c1e0012e,Publishing Scientific Papers with Potential Security Risks: Issues for Congress,,Publication,2013-03-18,https://crsreports.congress.gov/product/pdf/download/R/R42606/R42606.pdf/,,"Influenza, Influenza pandemic, Avian influenza",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
govuk-9d48aada480338e671a2a562513650aa,Biological hazards: prediction,,Publication,2012-11-27,https://www.gov.uk/government/publications/biological-hazards-prediction,,"Infection, Antimicrobial resistance, Influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>epidemic, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",
federalregister-3866bb5f75d00c9c28242f198576d588,Influenza Viruses Containing the Hemagglutinin from the Goose/Guangdong/1/96 Lineage,,Publication,2012-10-17,https://www.federalregister.gov/documents/2012/10/17/2012-25377/influenza-viruses-containing-the-hemagglutinin-from-the-gooseguangdong196-lineage,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, health, health>diseases and conditions>illness",
unitednations-5c8a3528f8169f449d14f76b7b3a034a,Making avian influenza aerosol-transmissible in mammals :background information document /,,Publication,2012-06-11,https://digitallibrary.un.org/record/729640?ln=en,"ANIMAL DISEASES, BIOLOGICAL WEAPONS, INFLUENZA","Negarnaviricota, Avian influenza, Influenza A virus subtype H5N1",rus,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions",
