first_order_doi,Overton id,Title,Translated title,Document type,Published_on,Document URL,Source specific tags,Top topics,Languages,Document theme,Policy Document DOIs
10.1126/science.1151721,euparl_library-4e30993b88f0dfd4506b2e77e0c286bc,Making Perfect Life: Bio-Engineering (in) the 21st Century - Phase II (Monitoring Report),,Publication,2011-12-06,https://www.europarl.europa.eu/thinktank/en/document/IPOL-JOIN_ET(2011)471570,,"Synthetic biology, Life, Top-down and bottom-up design",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology",
10.1126/science.1151721,stoa-81d3cc05a520bd7379e98c6972851eef,Making Perfect Life: Bio-Engineering (in) the 21st Century - Phase II (Monitoring Report) | Panel for the Future of Science and Technology (STOA) | European Parliament,,Publication,2011-09-15,https://www.europarl.europa.eu/stoa/en/document/IPOL-JOIN_ET(2011)471570,,"Biology, Virus, Genetics",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",
10.1126/science.1151721,easacbe-dbe165e3aa123e8cc236e209351d66bb,Realising European Potential in Synthetic Biology: Scientific Opportunities and Good Governance,,Publication,2010-11-22,https://easac.eu/publications/details/realising-european-potential-in-synthetic-biology-scientific-opportunities-and-good-governance/,,"Synthetic biology, European Academies' Science Advisory Council, Biosecurity",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>chemicals>inorganic chemical",
10.1126/science.1151721,easacbe-c7a1781c554cd74b02af39217b034157,Realising European Potential in Synthetic Biology: Scientific Opportunities and Good Governance,,Publication,2010-11-22,https://easac.eu/publications/details/realising-european-potential-in-synthetic-biology-scientific-opportunities-and-good-governance,,"Biosecurity, Xeno nucleic acid, Artificial cell",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>chemicals>inorganic chemical",
10.1126/science.1151721,stateofvalencia-5a43663fa0d16d847f4ce6b6ad1283f7,Presidència De La Generalitat Valenciana,Presidency of the Generalitat Valenciana,Publication,2010-01-19,https://presidencia.gva.es/documents/80920710/80950149/basesmoleculares.pdf/430c9fb6-4629-47be-95e4-44d3023f4664,,"Domestication, Gene, DNA",spa,"economy, business and finance, economy, business and finance>economic sector, health, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>agriculture, health>diseases and conditions",
10.1126/science.1151721,wilsoncenter-52264778fddce5d0793178464262ee09,Ethical Issues in Synthetic Biology,,Publication,2009-01-24,https://www.wilsoncenter.org/publication/ethical-issues-synthetic-biology,,"Life sciences, Human activities, BioBrick",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society",
10.1126/science.1151721,gezondheidsraad-3054ad5a723bcf829bdfe4e08ac62ca6,Synthetische biologie: kansen creëren,Synthetic biology: creating opportunities,Clinical guidance,2008-09-25,https://www.gezondheidsraad.nl/documenten/adviezen/2008/09/25/synthetische-biologie-kansen-creeren,,,dut,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",
10.1038/msb4100073,parliamentoffinland-78bf288ebfa969fcbe57e434658a5c4d,TuVJ 4/2018 Tulevaisuuden sosioteknisiä vastakkainasetteluja: Radikaalit teknologiat ja dialektinen tulevaisuudentutkimus,TuVJ 4/2018 Socio-technical confrontations of the future: Radical technologies and dialectical futures,Publication,2019-01-21,https://www.eduskunta.fi/FI/tietoaeduskunnasta/julkaisut/Documents/tuvj_4+2018.pdf,,"Dialectic, Human, Field (physics)",fin,"science and technology, society, science and technology>social sciences, environment, society>values, science and technology>social sciences>philosophy, science and technology>natural science, environment>nature",
10.1038/msb4100073,oecddiscovery-2fa8693ce2f4dfb599c25478f73166da,La prochaine révolution de la production,The next production revolution,Publication,2018-07-06,https://dx.doi.org/10.1787/9789264280793-fr,,"3D printing, Materials science, Nanotechnology",fre,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economy, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology>software",10.1787/9789264280793-fr
10.1038/msb4100073,oecddiscovery-6164ef9c2fcbf29d40f35b2585229e39,The Next Production Revolution,,Publication,2017-05-10,https://dx.doi.org/10.1787/9789264271036-en,,"3D printing, Internet of things, Nanotechnology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>computing and information technology>software, economy, business and finance>economy, science and technology>natural science>biology",10.1787/9789264271036-en
10.1038/msb4100073,europa-76b717c1c0ef56865e1fcc1e0103516b,Synthetic biology and biodiversity - Publications Office of the EU,,Publication,2016-09-12,https://op.europa.eu/en/publication-detail/-/publication/7f1e973a-dbc7-11ee-b9d9-01aa75ed71a1/language-en,,"Genetically modified organism, Synthetic biology, Genetic engineering",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, lifestyle and leisure>lifestyle>food and drink, health",10.2779/604233
10.1038/msb4100073,royalsociety-c692f73704f8e8eaf55ee44308fd7114,Transnational Governance of Synthetic Biology,,Publication,2015-07-13,https://royalsociety.org/topics-policy/projects/synthetic-biology/transnational-governance,,"Governance, Synthetic biology, Science",eng,"science and technology, science and technology>natural science>biology, education, society, politics, education>school, science and technology>natural science",
10.1038/nmeth.2918,govuk-0fee75b5b0a58aa2f9dbd604f23b5b8a,Future threats or opportunities: Dstl student essay competition,,Publication,2021-12-21,https://www.gov.uk/government/publications/future-threats-or-opportunities-dstl-student-essay-competition,,"Human activities, Biological warfare, Computer security",eng,"crime, law and justice, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>biology, crime, law and justice>crime",
10.1038/nmeth.2918,stateofnevada-dae4794bc588572b069c2deff3440218,Jesse S Krause Joseph P. Filippi,,Publication,2021-08-11,https://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Boards/BOH/Meetings/2021/Non-vaccination%20mandate%20request%20email%20from%20Jesse%20Krause.pdf,,"Health, SARS-CoV-2 Delta variant, COVID-19",eng,"health>diseases and conditions>communicable disease, health>health treatment, health>health treatment>preventative medicine, health>health treatment>preventative medicine>vaccines, health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",
10.1038/nmeth.2918,stateofnevada-9ee0cc57b00489707b58136104678337,Worse Than the Disease? Reviewing Some Possible Unintended Consequences of the mRNA Vaccines Against COVID-19,,Publication,2021-06-16,https://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Boards/BOH/Meetings/2021/SENEFF~1.PDF?ref=tomecontroldesusalud.com,,"Retrovirus, Retrotransposon, Virus",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology>natural science>biology>physiology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness",
10.1038/nmeth.2918,stateofnevada-b3be86fab158cdac9f04cf21b5c05d51,Worse Than the Disease? Reviewing Some Possible Unintended Consequences of the mRNA Vaccines Against COVID-19,,Publication,2021-06-16,https://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Boards/BOH/Meetings/2021/SENEFF~1.PDF,,"Retrovirus, Retrotransposon, Virus",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology>natural science>biology>physiology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness",
10.1038/nmeth.2918,stateofnevada-fa0995a77c7d08c8a2fb9f36741f2242,Worse Than the Disease? Reviewing Some Possible Unintended Consequences of the mRNA Vaccines Against COVID-19,,Publication,2021-06-16,https://dpbh.nv.gov/uploadedFiles/dpbhnvgov/content/Boards/BOH/Meetings/2021/SENEFF~1.PDF?fbclid=IwAR0SReiJt9m7-lFAg5vQetMeEAYUxtiAhdnp_DZMgOI3AibYWbBWjRAp01c,,"Retrovirus, Retrotransposon, Virus",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology>natural science>biology>physiology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness",
10.1038/nmeth.2918,gpogov-57e2ef72155a8d62ffb4074b6a2705cf,Grand challenges for biological and environmental research (United States. Department of Energy),,Publication,2017-12-04,https://purl.fdlp.gov/GPO/gpo124050,,"Synthetic biology, Systems biology, Genome editing",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, environment, weather",
10.1038/nmeth.2918,opcwint-f902740bf048a9853a4b6db1dadca84f,Report of the Scientific Advisory Board's Workshop on Trends in Chemical Production,,Publication,2017-10-20,https://www.opcw.org/sites/default/files/documents/SAB/en/sab-26-wp02_e_.pdf,,"Pesticide, Fine chemical, Sustainability",eng,"economy, business and finance, economy, business and finance>economic sector>chemicals, science and technology, health, science and technology>natural science>biology, economy, business and finance>economic sector, science and technology>natural science",
10.1038/nrg1637,cgiar-54deaa9719f42f8cc3f3977c1477cae4,"Access and Benefit-sharing in Global Aquaculture: Genetic Resources, Digital Sequence Information and Traditional Knowledge",,Publication,2024-12-10,https://hdl.handle.net/10568/163282,"CGIAR 2030 Portfolio, CGIAR 2030 research initiatives and impact platforms (2022–2024), CGIAR Initiative on Aquatic Foods, MEL submissions","Aquaculture, Nagoya Protocol, Biodiversity",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, economy, business and finance>economic sector>agriculture, economy, business and finance>economic sector>agriculture>aquaculture, environment>nature, environment, science and technology>natural science>biology>genetics, science and technology",10.4337/9781800373990
10.1038/nrg1637,csis-3d635fb9094c1c7a857419e1f98ec08e,Seven Critical Technologies for Winning the Next War,,Publication,2023-04-18,https://www.csis.org/analysis/seven-critical-technologies-winning-next-war,,"Artificial intelligence, Machine learning, Center for Strategic and International Studies",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, science and technology>natural science, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, economy, business and finance>economic sector>computing and information technology, politics>government>defence>military equipment>military weaponry, science and technology>natural science>biology",
10.1038/nrg1637,royalsociety-c692f73704f8e8eaf55ee44308fd7114,Transnational Governance of Synthetic Biology,,Publication,2015-07-13,https://royalsociety.org/topics-policy/projects/synthetic-biology/transnational-governance,,"Risk management, Governance, Synthetic biology",eng,"science and technology, science and technology>natural science>biology, education, society, politics, education>school, science and technology>natural science",
10.1038/nrg1637,europa-5a2b72e8d4f0ed3eff25bc724d556c42,Making perfect life : European governance challenges in 21st century bio-engineering : final report.,,Publication,2015-02-26,https://op.europa.eu/en/publication-detail/-/publication/1e592eb3-3a39-4d71-86c1-dbfcb286e721/language-en/format-PDF,,"Whole genome sequencing, Artificial intelligence, Synthetic biology",eng,"science and technology>natural science>biology, science and technology, health, science and technology>natural science>biology>genetics, science and technology>natural science, society",10.2861/31653
10.1038/nrg1637,oecddiscovery-5411b9963445008f359e8c6a07fac0b0,Emerging Policy Issues in Synthetic Biology,,Publication,2014-06-04,https://dx.doi.org/10.1787/9789264208421-en,,"Synthetic biology, Artificial gene synthesis, DNA sequencing",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>chemicals",10.1787/9789264208421-en
10.1038/nrg1637,euparl_library-9bb54e444b95be96bf948bed97133e74,"Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering (Study, Summary and Options Brief)",,Publication,2013-03-06,https://www.europarl.europa.eu/thinktank/en/document/IPOL-JOIN_ET(2012)471574,,"DNA sequencing, Synthetic biology, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",
10.1038/nrg1637,rathenau-7c233ae64a286c8d5d1bf9afd33fe59b,Making Perfect Life,,Publication,2012-12-17,https://www.rathenau.nl/en/gezondheid/making-perfect-life,,"DNA sequencing, Synthetic biology, Whole genome sequencing",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",
10.1038/nrg1637,rathenau-dcbf92defead15a93ede86feb00a3203,Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering,,Publication,2012-12-17,https://www.rathenau.nl/nl/gezondheid/perfect-leven-maken,,"DNA, DNA sequencing, Synthetic biology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",
10.1038/nrg1637,stoa-922cd26cc89ef5f2635e80b6363b26cc,"Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering (Study, Summary and Options Brief) | Panel for the Future of Science and Technology (STOA) | European Parliament",,Publication,2012-09-14,https://www.europarl.europa.eu/stoa/en/document/IPOL-JOIN_ET(2012)471574,,"Synthetic biology, DNA sequencing, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health",
10.1038/nrg1637,tabde-8409c0d6404b99a68bc20c27019870fd,Potenziale und Anwendungsperspektiven der Bionik,Potentials and application perspectives of bionics,Publication,2006-04-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab108.pdf,,"Bionics, Technology, Cognitive science",ger,"science and technology>natural science>biology, education, science and technology, science and technology>natural science, environment",
10.3389/fimmu.2019.00549,imf-744421688d8f9f06cf3e4337c9f57c94,IMF Engagement on Health Spending Issues in Surveillance and Program Work,,Publication,2023-12-22,https://elibrary.imf.org/view/journals/005/2023/008/005.2023.issue-008-en.xml,,"International Monetary Fund, Health, Health care",eng,"economy, business and finance, economy, business and finance>business information, politics, health, health>diseases and conditions, politics>government, economy, business and finance>economy, economy, business and finance>business information>human resources",10.5089/9798400258732.005
10.3389/fimmu.2019.00549,unitednations-0aa30af442b2e0282fff1218838a4222,2022 Voluntary National Review of the Philippines : rekindling commitment and using innovation to accelerate recovery and ensure progress to achieve the SDGs in 2030 and our AmBisyon Natin 2040,,Publication,2022-01-01,https://digitallibrary.un.org/record/3997799?ln=en,,"Economy, Health care, Poverty",eng,"education>school, education>school>higher education, education, health, health>diseases and conditions, science and technology",
10.3389/fimmu.2019.00549,kdi-d07088abb50e7a0ce011732a47721f83,KOR A Study on Effective Innovation Policy: Focusing on Vaccine R&D,,Publication,2021-12-31,https://www.kdi.re.kr/eng/research/reportView?pub_no=17483,,"Immune system, Clinical trial, Medical specialties",kor,"health>diseases and conditions>communicable disease, health>health treatment, health>diseases and conditions, health, science and technology, health>health treatment>medicine, health>diseases and conditions>communicable disease>epidemic",10.22740/kdi.ps.2021.11
10.3389/fimmu.2019.00549,eurlex-394045df9d40788186386034c8449722,COMMISSION STAFF WORKING DOCUMENT IMPACT ASSESSMENT Accompanying the document Proposal for a COUNCIL REGULATION establishing the Joint Undertakings under Horizon Europe EU-Africa Global Health Partnership,,Publication,2021-02-24,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CONSIL:ST_6446_2021_ADD_3&rid=8376,,"Framework Programmes for Research and Technological Development, Sustainable Development Goals, Clinical trial",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology",
10.3389/fimmu.2019.00549,eurlex-4cf526f513049c0c65b5aac01a848e34,COMMISSION STAFF WORKING DOCUMENT IMPACT ASSESSMENT Accompanying the document Proposal for a COUNCIL REGULATION establishing the Joint Undertakings under Horizon Europe EU-Africa Global Health Partnership,,Publication,2021-02-24,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=cellar:c37413ae-768e-11eb-9ac9-01aa75ed71a1,,"European Union, Framework Programmes for Research and Technological Development, Sustainable Development Goals",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology",
10.3389/fimmu.2019.00549,europarl_debates-7af459ca4231b87c3020ff924a0015ba,COMMISSION STAFF WORKING DOCUMENT IMPACT ASSESSMENT Accompanying the document Proposal for a Council Regulation establishing the Joint Undertakings under Horizon Europe EU-Africa Global Health Partnership,,Publication,2021-02-23,http://www.europarl.europa.eu/RegData/docs_autres_institutions/commission_europeenne/swd/2021/0037/COM_SWD(2021)0037_EN.pdf,,"European Union, Framework Programmes for Research and Technological Development, Clinical trial",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, science and technology, health",
10.3389/fimmu.2019.00549,governmentofrwanda-9555dde888b9630e4d9d9c893ba27f41,Vol. 2 (4 ); December 2020,,Publication,2021-02-01,https://rbc.gov.rw/publichealthbulletin/img/rphb_issues/RPHB%202%20(4)%20All%20articles%20V6.pdf,,"Variants of SARS-CoV-2, Coronavirus spike protein, SARS-CoV-2",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",
10.3389/fimmu.2019.00549,unitednations-0c7400fb43b930ed8caf72397070fd71,Technical report :COVID-19 Pandemic /,,Publication,2021-01-01,https://digitallibrary.un.org/record/4067972?ln=en,"COVID-19, DISASTER PREPAREDNESS, PANDEMICS","Health, World Health Organization, Deforestation",eng,"health>diseases and conditions, health, environment, health>diseases and conditions>illness",
10.3389/fimmu.2019.00549,norweiganinstituteofpublichealth-32074c816791880968536cd497390026,Urbanization and preparedness for outbreaks with high-impact respiratory pathogens,,Clinical guidance,2020-10-01,https://www.fhi.no/publ/2020/urbanization-and-preparedness-for-outbreaks-with-high-impact-respiratory-pa/,,"Health sciences, Public health, Medicine",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>epidemic",
10.3389/fimmu.2019.00549,publichealthscotland-4cab86b16001ffeb60f0d0c7bf5212c3,What are the impacts of past infectious disease outbreaks on non-communicable health outcomes? (1),,Clinical guidance,2020-09-14,https://publichealthscotland.scot/publications/what-are-the-impacts-of-past-infectious-disease-outbreaks-on-non-communicable-health-outcomes-1/,,"Influenza A virus subtype H1N1, Quarantine, Influenza",eng,"health, health>diseases and conditions>illness, health>diseases and conditions, education",
10.3389/fimmu.2019.00549,imf-8daefe67b602db54cc42d20742435e59,"Finance & Development, September 2020",,Publication,2020-09-01,https://elibrary.imf.org/view/journals/022/0057/003/022.0057.issue-003-en.xml,United States,"Risk, Bank, Health",eng,"economy, business and finance, economy, business and finance>economy>macro economics, health, economy, business and finance>economy, economy, business and finance>economy>macro economics>credit and debt, health>diseases and conditions, science and technology",10.5089/9781513544595.022
10.3389/fimmu.2019.00549,nber-9d9f611ab52e71b5a074b507c1a8a2d7,Modern Infectious Diseases: Macroeconomic Impacts and Policy Responses,,Working paper,2020-08-27,https://www.nber.org/papers/w27757,,"Fiscal policy, Public health, Economy",eng,"economy, business and finance, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, economy, business and finance>economy, science and technology>social sciences, health>diseases and conditions>communicable disease, health>diseases and conditions>illness",
10.3389/fimmu.2019.00549,izade-651d4be06322845cb64242dac270bac9,Modern Infectious Diseases: Macroeconomic Impacts and Policy Responses,,Working paper,2020-08-24,https://www.iza.org/publications/dp/13625/modern-infectious-diseases-macroeconomic-impacts-and-policy-responses,,"Poverty, Disease, Preventive healthcare",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions>illness, science and technology>social sciences, health>diseases and conditions>communicable disease",
10.3389/fimmu.2019.00549,randcorporation-878008c2f71bf5c848a6b506f7c7d9a4,How to Best Enable Pharma Innovation Beyond the COVID-19 Crisis,,Publication,2020-05-26,https://www.rand.org/pubs/perspectives/PEA407-1.html,RAND Europe,"Medicine, Health sciences, Human activities",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, health>health treatment, health>diseases and conditions>communicable disease",
10.1126/science.1155761,who-16e7341d58bd345794c94dbbed7dd0d4,WHO Expert Committee on Biological Standardization: seventieth report,,Publication,2020-05-18,https://apps.who.int/iris/handle/10665/332102,,"World Health Organization, Vaccine, Polio vaccine",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness",
10.1126/science.1155761,tabde-d5c66a1587b61e8b39c2be111b3a2c40,Synthetische Biologie - die nächste Stufe der Bio- und Gentechnologie,Synthetic Biology - the next level of biotechnology and genetic engineering,Publication,2015-12-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,,"Technology assessment, Biology, Photosynthesis",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>natural resources",
