first_order_doi,Overton id,Title,Translated title,Document type,Published_on,Document URL,Source specific tags,Top topics,Languages,Document theme,Policy Document DOIs
10.17226/12958,unitednations-60630b0da3bef56c73e7ac28f8925628,Considerations and recommendations to inculcate awareness of the dual-use challenge into biosafety and biosecurity training and education for life scientists in States Parties /,,Publication,2012-12-03,https://digitallibrary.un.org/record/738912?ln=en,"BIOLOGICAL WEAPONS, BIOSAFETY, EDUCATION, LIFE SCIENCES, TEACHING","Biological Weapons Convention, Biosecurity, Education",eng,"education>school, society, society>values, education, society>values>ethics, science and technology, education>school>further education",
10.17226/12958,unitednations-a306dbd6ba8246fbe59343e87fedccb7,Revised possible approaches to education and awareness-raising among life scientists /,,Publication,2011-12-01,https://digitallibrary.un.org/record/719405?ln=en,"BIOLOGICAL WEAPONS, DISARMAMENT EDUCATION, SCIENTISTS","Biological Weapons Convention, Dual-use technology, Biosafety",eng,"science and technology>natural science, science and technology>natural science>biology, education, science and technology, health, science and technology>natural science>biology>genetics",
10.17226/12958,unitednations-4cfd55d073b3d6cde4362617a552c2c1,Possible approaches to education and awareness-raising among life scientists /,,Publication,2011-11-01,https://digitallibrary.un.org/record/717988?ln=en,"BIOLOGICAL WEAPONS, DISARMAMENT EDUCATION, SCIENTISTS","Centers for Disease Control and Prevention, Biosecurity, Biosafety",eng,"science and technology>natural science, education, science and technology>natural science>biology, science and technology, health, science and technology>natural science>biology>genetics",
10.17226/12958,interacademies-a78d72c6eabad416c08c16eb7c3d2ec1,Challenges and Opportunities for Education About Dual Use Issues in the Life Sciences,,Publication,False,https://www.interacademies.org/publication/challenges-and-opportunities-education-about-dual-use-issues-life-sciences,,"Biosecurity, Formative assessment, Education",eng,"science and technology>natural science, education, science and technology>natural science>biology, education>school, science and technology>natural science>biology>genetics, science and technology, health",
10.2471/blt.08.051383,who-cc0eac1b72ccd12e7cfae4a5c13bb743,Governance of dual-use research: an ethical dilemma,,Publication,2018-03-26,https://apps.who.int/iris/handle/10665/270508,,"Biology, Human activities, Influenza",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",
10.2471/blt.08.051383,gpogov-de800ada266fa564ae0b2d38abf3bd46,Confidence-building in cyberspace : a comparison of territorial and weapons-based regimes /,,Publication,2015-04-01,http://purl.fdlp.gov/GPO/gpo63699,,"Politics, Computer security, Confidence-building measures",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, politics, society, conflicts, war and peace, politics>international relations",
10.2471/blt.08.051383,unitednations-26f618b454a5e49fd0a4529031b271f7,New scientific and technological developments relevant to the Convention :background information document : addendum /,,Publication,2011-11-23,https://digitallibrary.un.org/record/717792?ln=en,"BIOLOGICAL WEAPONS, SCIENCE AND TECHNOLOGY","Biology, Artificial gene synthesis, Infection",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology, economy, business and finance>economic sector>chemicals",
10.17226/25154,who-269e5872975525599bc2ffaddd1d011e,全球指导框架: 负责任地使用生命科学: 减轻生物风险，治理双重用途研究,"Global Guiding Framework: Responsible Use of Life Sciences: Mitigating Biological Risks, Governing Dual-Use Research",Publication,2023-06-14,https://apps.who.int/iris/handle/10665/369236,,"Innovation, Biotechnology, Resource",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, economy, business and finance>economic sector>computing and information technology",
10.17226/25154,who-083c2a2238ce6b3cd059c032a7e92b40,Cadre d’orientation mondial pour l’usage responsable des sciences de la vie : atténuer les risques biologiques et régir la recherche duale,Global policy framework for the responsible use of life sciences: mitigating biological risks and governing dual research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369131,,"Governance, Safety, Natural environment",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",
10.17226/25154,who-4edc91b17fa672bc52fdef05a27b0791,إطار توجيهي عالمي بشأن الاستخدام المسؤول لعلوم الحياة: الحدّ من المخاطر البيولوجّية وتنظيم البحوث المزدوجة الاستخدام,A global guideline framework for the responsible use of the life sciences: reducing biological risks and regulating dual-use research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369130,,"Science, Life, Human",ara,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",
10.17226/25154,who-7f17601c4d68f6e97900f13184888703,Глобальные руководящие принципы ответственного использования медико-биологических исследований: снижение биологических рисков и управление исследованиями двойного назначения,Global Guidelines for the Responsible Use of Life Sciences Research: Biological Risk Reduction and Management of Dual Use Research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369132,,"Branches of science, Risk, Innovation",rus,"science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",
10.17226/25154,who-2328628190847b6aedf513fff1ba338d,Marco de orientación mundial para el uso responsable de las ciencias biológicas: reducción de los riesgos biológicos y gobernanza de la investigación de doble uso,Global Guidance Framework for Responsible Use of Life Sciences: Biohazard Reduction and Governance of Dual-Use Research,Publication,2023-06-09,https://apps.who.int/iris/handle/10665/368979,,"Infodemic, Governance, United Nations Security Council Resolution 1540",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink",
10.17226/25154,who-aa3ec977c0703d631c5009c21f3c2496,Quadro mundial de orientação para a utilização responsável das ciências da vida: mitigar os riscos biológicos e reger a investigação de dupla utilização,Global guidance framework for the responsible use of life sciences: mitigating biological risks and governing dual-use research,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374885,2. Regional Office for Africa,"Branches of science, Disease, Biological warfare",por,"science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, science and technology>social sciences",
10.17226/25154,unidir-e7852bb83bbd5a3ce4ec5dccb8d2e96a,Assessing the SecBio Platform Proposal for the Biological Weapons Convention,,Publication,2022-12-07,https://unidir.org/publication/assessing-the-secbio-platform-proposal-for-the-biological-weapons-convention/,,"Biosecurity, Biological Weapons Convention, United Nations Security Council Resolution 1540",eng,"arts, culture and entertainment, arts, culture and entertainment>culture, health, science and technology, education, arts, culture and entertainment>culture>library and museum",
10.17226/25154,interacademies-87ccbd94e76c0729d54d394ee120e1d4,Global guidance framework for the responsible use of the life sciences,,Publication,2022-09-12,https://www.interacademies.org/publication/global-guidance-framework-responsible-use-life-sciences,,"Biosecurity, Biosafety, Risk",eng,"science and technology>natural science, science and technology>research, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health, science and technology>research>medical research",
10.17226/25154,who-f6488bdadd89245cefef23285bb10d1b,Global guidance framework for the responsible use of the life sciences: mitigating biorisks and governing dual-use research,,Publication,2022-09-07,https://apps.who.int/iris/handle/10665/362313,,"Branches of science, Biodiversity, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",
10.17226/25154,ukparliament_select-f9ec0fa9b1c1887437c47ed38b069432,NSM0003 - National security machinery,,Publication,2021-02-23,https://committees.parliament.uk/writtenevidence/22590/pdf/,National Security Strategy (Joint Committee),"Biosecurity, Biosafety, Dual-use technology",eng,"conflicts, war and peace, conflicts, war and peace>act of terror, education, science and technology, health>diseases and conditions, health, conflicts, war and peace>act of terror>act of bioterrorism",
10.17226/25154,unidir-32b63815f4c4871497402f6df3cb3aac,Advances in Science and Technology in the Life Sciences,,Publication,2020-08-19,https://unidir.org/publication/advances-in-science-and-technology-in-the-life-sciences/,,"Nucleic acid, Nucleic acid sequence, DNA sequencing",eng,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology>technology and engineering, science and technology>technology and engineering>micro science, science and technology, science and technology>technology and engineering>micro science>nanotechnology",
