Overton id,Title,Translated title,Document type,Published_on,Document URL,Source specific tags,Top topics,Languages,Document theme,Policy Document DOIs
hcss-57b79af3fd78a2b9f492a9a3138b1a6d,Strategic Alert: National Security Implications of Quantum Technology and Biotechnology - HCSS,,Publication,2021-11-08,https://hcss.nl/report/strategic-alert-quantum-technology-biotechnolog/,,"Messenger RNA, Quantum network, Virus",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health",
who-21e58fa0cb28e055c4cacde8da6855c0,Emerging technologies and dual-use concerns: a horizon scan for global public health,,Publication,2021-10-22,https://apps.who.int/iris/handle/10665/346862,,"Biosecurity, Synthetic biology, Governance",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",
committee_house-b5542ccd0a14807db5ec795b16ebd05a,Biosecurity for the Future: Strengthening Deterrence and Detection,,Publication,2021-08-01,https://www.congress.gov/event/117th-congress/house-event/114290,"117th Congress (2021-2022), House Foreign Affairs","Pandemic, Virology, Infection",eng,"health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology, health",
tnonl-7f39edd704464eb48e423f231eca2dd9,National Security Implications of Quantum Technology and Biotechnology,,Publication,2021-01-01,https://repository.tno.nl/SingleDoc?docId=69720,,"Messenger RNA, Translation (biology), Quantum network",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>physics",
sespases-4d2a93a77f2c1faa4d71f2fdbf712789,"Transmisión del SARS-CoV-2 por gotas respiratorias, objetos contaminados y aerosoles (vía aérea ).","Transmission of SARS-CoV-2 by respiratory droplets, contaminated objects and aerosols (airborne).",Clinical guidance,2020-09-09,https://sespas.es/wp-content/uploads/2020/09/Transmision-del-SARS-CoV-2-por-gotas-respiratorias-objetos-contaminados-y-aerosoles.pdf,,"Airborne transmission, SARS-CoV-2, COVID-19",spa,"environment, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, environment>environmental pollution",
observerresearchfoundation-521b8345f0a1d11360c2410f8ce372fc,Perspectives on SARS-CoV-2 strains,,Publication,2020-05-29,https://www.orfonline.org/research/perspectives-on-sars-cov-2-strains-67003,,"Severe acute respiratory syndrome coronavirus 2, Virus, Protein",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",
observerresearchfoundation-52eec8d0cf45187b17fc6a5b8ccaf6f8,Perspectives on SARS-CoV-2 strains | ORF,,Publication,2020-05-28,https://www.orfonline.org/research/perspectives-on-sars-cov-2-strains-67003/,,"Severe acute respiratory syndrome coronavirus 2, Virus, Protein",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",
sipri-47bcf6145b2cd0aa1950f5da05201869,Bio Plus X: Arms Control and the Convergence of Biology and Emerging Technologies,,Publication,2019-03-01,https://www.sipri.org/publications/2019/other-publications/bio-plus-x-arms-control-and-convergence-biology-and-emerging-technologies,,"Artificial intelligence, Biosecurity, Machine learning",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, health, health>diseases and conditions, education, science and technology>natural science",
irsstca-bade91d8dc8479bfd556329d6da89987,Exposition aux bioaérosols dans les centres de traitement des eaux usées : application d’approches moléculaires et risque viral,Exposure to bioaerosols in wastewater treatment plants: application of molecular approaches and viral risk,Publication,2019-01-01,https://pharesst.irsst.qc.ca/rapports-scientifique/90,,"Influenza, Virus, Bacteria",fre,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health, health>diseases and conditions>illness",
spruuk-292fd428c911dad3d7b04f904209187f,[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],Working paper,2018-07-30,https://www.sussex.ac.uk/spru/documents/2016-02-swps-wallace-et-al.pdf,,"Influenza A virus subtype H1N1, Research, Influenza A virus subtype H5N1",eng,"science and technology>natural science, health, science and technology, science and technology>natural science>biology, health>diseases and conditions",
governmentofcanada-b1107c749bf36be15ec3792a9f13e59d,Canadian biosafety guideline : dual-use in life science research.: HP45-22/2018E-PDF Publications - Canada.ca,,Publication,2018-07-02,http://publications.gc.ca/site/eng/9.894145/publication.html,,"Biosecurity, Biosafety, Dual-use technology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology",
govdeptsaustria-59443ee6b0e02b83a252c609b8e88c1f,Tomorrow ’ s Technology,,Publication,2018-03-22,https://www.bmlv.gv.at/pdf_pool/publikationen/buch_dengg_tomorrows_technology_web.pdf,,"Bioterrorism, Technological singularity, Genome editing",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease, conflicts, war and peace",
who-b7697af8596ed30724edfcab9e0ca495,2017 update,,Publication,2018-01-22,https://apps.who.int/iris/handle/10665/259891,,"Influenza pandemic, Infection, Virus",eng,"health>diseases and conditions, science and technology, science and technology>natural science, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease",
europa-9b1f7e177277cec9d3df04b5e2e1be89,Interferences between non-proliferation and science : ‘exporting’ dual-use know-how and technology in conformity with security imperatives.,,Publication,2018-01-09,https://op.europa.eu/en/publication-detail/-/publication/7aa93b6b-f5bb-11e7-b8f5-01aa75ed71a1/language-en/format-PDF,,"Treaty on the Non-Proliferation of Nuclear Weapons, Nuclear proliferation, IAEA safeguards",eng,"economy, business and finance, health, science and technology, politics>international relations, politics, economy, business and finance>economy, science and technology>natural science, science and technology>social sciences",10.2760/26856
kcdc-96ea79d51402b22ca2054032af04c3ae,질병관리본부,Center for Disease Control,Clinical guidance,2017-10-19,https://www.cdc.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,,kor,,
kcdc-e56ff0b38fd48617189347e3134fa738,질병관리청,Centers for Disease Control and Prevention,Clinical guidance,2017-10-19,https://www.kdca.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=76632&act=view,,"Influenza A virus subtype H5N1, Genetically modified organism, Biosafety level",kor,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>health treatment, science and technology>natural science>biology, science and technology>natural science, health, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health>health treatment>medicine",
royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de,Implications of advances in science for the BTWC,,Publication,2017-09-20,https://royalsociety.org/topics-policy/projects/biological-toxin-weapons-convention,,"Infection, Virus, Influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology, health, science and technology>natural science>biology>genetics",
ecdc-25655cb1b7a7b99e924744943421385f,"Genetic evolution of influenza A(H7N9) virus in China - implications for public health. Sixth update, 9 March 2017",,Publication,2017-03-10,https://www.ecdc.europa.eu/en/publications-data/genetic-evolution-influenza-ah7n9-virus-china-implications-public-health-sixth,,"Influenza A virus subtype H7N9, Avian influenza, Influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology",
efsaeu-b873f920c8b5f7b8dec02e047edbbe1c,Urgent request on avian influenza,,Publication,2017-01-30,https://www.efsa.europa.eu/en/efsajournal/pub/4687,,"Avian influenza, Influenza A virus subtype H5N1, Influenza A virus subtype H5N8",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, science and technology, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2016.4687
who-388de2933bccd6661f8f9dfcf57944fc,"Update on human cases of influenza at the human-animal interface, 2012 = Le point sur les cas humains de grippe à l’interface homme-animal, 2012",,Publication,2016-06-16,https://apps.who.int/iris/handle/10665/242048,,"Influenza A virus subtype H3N2, Influenza A virus subtype H5N1, Influenza",eng,"health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease, health>diseases and conditions",
who-94ca4feaf8fd847ee3b73ad81147a6ae,"Weekly Epidemiological Record, 2013, vol. 88, 13 [‎full issue]‎",,Publication,2016-06-16,https://apps.who.int/iris/handle/10665/242049,,"Influenza A virus subtype H3N2, Influenza A virus subtype H5N1, Pandemic H1N1/09 virus",eng,"science and technology, health>diseases and conditions, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",
tabde-d5c66a1587b61e8b39c2be111b3a2c40,Synthetische Biologie - die nächste Stufe der Bio- und Gentechnologie,Synthetic Biology - the next level of biotechnology and genetic engineering,Publication,2015-12-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,,"Technology assessment, Biology, Photosynthesis",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>natural resources",
europa-7b4d870438bc4476d2fe78762b751d6b,"The ethics of research security and of security research : proceedings of the fifth meeting of the European Commission International Dialogue on Bioethics, Brussels, Belgium, 17 September 2013.",,Publication,2014-10-14,https://op.europa.eu/en/publication-detail/-/publication/afb7e4cc-68bb-4067-a436-cc288c5dadc5/language-en/format-PDF,,"Combined DNA Index System, DNA profiling, Synthetic biology",eng,"crime, law and justice, crime, law and justice>judiciary, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, crime, law and justice>judiciary>court, crime, law and justice>crime",10.2796/28465
chatham-7fc9164906c1df3dd7182a1a8b22f63a,Safe and Secure Biomaterials: A Risk-Based Alternative Approach,,Publication,2014-07-15,https://www.chathamhouse.org/publication/safe-and-secure-biomaterials-risk-based-alternative-approach,,"Biosecurity, Biosafety, Bioterrorism",eng,"science and technology>natural science, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease>virus disease>retrovirus, environment, health>diseases and conditions>communicable disease",
fao-87cdd65052531a70f98466c33611e5da,Avian influenza A(H5N6): the latest addition to emerging zoonotic avian influenza threats in East and Southeast Asia,,Publication,2014-01-01,https://openknowledge.fao.org/handle/20.500.14283/I4199E,"1 - Продукты знаний, Publicaciones, value chains","Avian influenza, Influenza A virus subtype H5N1, Influenza A virus subtype H7N9",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions, health",
ecdc-ddf8ab52f809422787e816a3efceede7,Annual Epidemiological Report 2013 [2011 data],,Publication,2013-12-18,https://www.ecdc.europa.eu/en/publications-data/annual-epidemiological-report-2013-2011-data,,"Influenza A virus subtype H3N2, Influenza A virus subtype H5N1, Avian influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease",
ocwnl-1435a91f6ff8bac77c5735529638852b,bouwen aan biosecurity,building biosecurity,Publication,2013-12-03,https://open.overheid.nl/Details/ronl-archief-3fc401f4-b776-4d70-9dc0-dfbb6ad8afc2/1,,"Health Council of the Netherlands, Research, Biological warfare",dut,"health>diseases and conditions, health, science and technology",
thlfi-2a4bd2070b285e6423e372c618acc9b4,Laboratory diagnosis and surveillance of acute respiratory tract infections caused by certain common viruses and Mycoplasma pneumoniae,,Clinical guidance,2013-10-09,http://www.julkari.fi/handle/10024/110666,,"Influenza A virus subtype H3N2, Infection, Influenza",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease, science and technology",
europa-a9668ce81c8ecad43ec51ad50d64a1ec,Eurosurveillance : special edition : emergence of novel influenza A(H7N9) virus. July 2013.,,Publication,2013-07-25,https://op.europa.eu/en/publication-detail/-/publication/c2393ed9-e57b-4bf8-8f18-4c5e840fdb0f/language-en/format-PDF,,"Influenza A virus subtype H7N9, Influenza, Influenza A virus subtype H5N1",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology>natural science>biology",
cdc-5316d03a2a78ed5c0967ac220032b779,Biosafety recommendations for work with influenza viruses containing a hemagglutinin from the A/goose/Guangdong/1/96 lineage,,Clinical guidance,2013-06-10,https://stacks.cdc.gov/view/cdc/13731,,"Influenza A virus subtype H5N1, Avian influenza, Biosafety level",eng,"science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",
parliamentofaustraliacc-aa9c6cbc8cc1d60c88dfc9b136b5c45e,Implementation of the Defence Trade Controls Legislation Submission 12,,Publication,2013-05-20,https://www.aph.gov.au/DocumentStore.ashx?id=7e78bfeb-3fd2-41c8-af9e-bcbad7f0eb75&subId=23372,,"Biosecurity, Dual-use technology, Research",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics",
ecdc-a086bc835ffb08f1c0cd2ede54009b3a,"Human infection with a novel avian influenza virus, A(H7N9), China - 2nd update, 8 May 2013",,Publication,2013-05-08,https://www.ecdc.europa.eu/en/publications-data/human-infection-novel-avian-influenza-virus-ah7n9-china-2nd-update-8-may-2013,,"Influenza A virus subtype H7N9, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness, health>diseases and conditions>communicable disease",
hcspfr-2184f263c83f8debd5ae7d1a8be48362,Infections dues aux virus <em>influenzae</em> aviaires A(H7N9) ou A(H5N1). Recommandations,Infections due to avian <em>influenza</em> viruses A(H7N9) or A(H5N1). Recommendations,Publication,2013-04-25,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=323,,"Influenza A virus subtype H7N9, Influenza A virus subtype H5N1, Influenza",fre,"science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health>diseases and conditions, health, health>diseases and conditions>illness, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
ecdc-db1eb817c3012efe2762a47b90493a17,"Rapid risk assessment on influenza A(H7N9) China, 12 April 2013",,Publication,2013-04-12,https://www.ecdc.europa.eu/en/publications-data/rapid-risk-assessment-influenza-ah7n9-china-12-april-2013,,"Influenza A virus subtype H7N9, Avian influenza, Influenza",eng,"health>diseases and conditions, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",
ecdc-934db6a638c85037e88a4d6eb276d7f3,"Rapid risk assessment: Severe respiratory disease associated with a novel influenza A virus, A(H7N9) China",,Publication,2013-04-05,https://www.ecdc.europa.eu/en/publications-data/rapid-risk-assessment-severe-respiratory-disease-associated-novel-influenza-virus,,"Microbiology, Infectious diseases, Tree of life (biology)",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science, health, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology",
congressionalresearch-3db2dd2942bbac383a25e975c1e0012e,Publishing Scientific Papers with Potential Security Risks: Issues for Congress,,Publication,2013-03-18,https://crsreports.congress.gov/product/pdf/download/R/R42606/R42606.pdf/,,"Influenza A virus subtype H5N1, Influenza, Influenza pandemic",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease",
fao-629e27cd47ffdd2cacc24b13a23770af,World Livestock 2013 - Changing disease landscapes,,Publication,2013-01-01,https://openknowledge.fao.org/handle/20.500.14283/i3440e,"1 - Продукты знаний, Publicaciones, value chains","Zoonosis, Influenza, Chen dynasty",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology",
robertkochde-155d3b95be196237e4a6bef7b0e283e0,Bericht zur Epidemiologie der Influenza in Deutschland Saison 2011/12,Report on the Epidemiology of Influenza in Germany Season 2011/12,Clinical guidance,2012-11-21,http://edoc.rki.de/176904/3468,"ARE-Berichterstattung, DDC 610, Fortlaufende Veröffentlichungen, Open Access Set, PeriodicalPart, Primus Set, textPublication","Influenza, Influenza A virus subtype H3N2, Influenza A virus subtype H1N1",ger,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health",
