id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W2027912527,https://doi.org/10.1038/nature03151,Accurate multiplex gene synthesis from programmable DNA microchips,2004-12-01,article,https://api.openalex.org/works?filter=cites:W2027912527,Advanced biosensing and bioanalysis techniques,Molecular Biology,Life Sciences,Advanced biosensing and bioanalysis techniques; CRISPR and Genetic Engineering; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology; Multiplex; ENCODE,Synthetic biology; Multiplex; Oligonucleotide; Computational biology; Biology; Gene; Ribosome; ENCODE; Genomics; Ribosomal RNA; Genome editing; Genome; Genetics; RNA,Genes; Genomics; Genomics; Oligonucleotide Array Sequence Analysis; Protein Biosynthesis; Software; Escherichia coli; Escherichia coli; Escherichia coli Proteins; Escherichia coli Proteins; Escherichia coli Proteins; Genes; Genomics; Genomics; Microfluidics; Microfluidics; Microfluidics; Microfluidics; Molecular Sequence Data; Nucleic Acid Hybridization; Oligonucleotide Array Sequence Analysis; Oligonucleotide Array Sequence Analysis; Oligonucleotides; Oligonucleotides; Oligonucleotides; Oligonucleotides; Protein Biosynthesis; Protein Subunits; Protein Subunits; Research Design; Ribosomal Proteins; Ribosomal Proteins; Ribosomal Proteins; Ribosomes; Ribosomes; Sensitivity and Specificity,genetics; methods; instrumentation; instrumentation; genetics; None; genetics; None; biosynthesis; genetics; None; None; economics; None; economics; None; instrumentation; methods; None; None; economics; None; biosynthesis; metabolism; genetics; None; None; genetics; None; None; biosynthesis; genetics; None; genetics; None; None
https://openalex.org/W2011598430,https://doi.org/10.1007/s00114-005-0056-z,Approaches to semi-synthetic minimal cells: a review,2005-11-14,review,https://api.openalex.org/works?filter=cites:W2011598430,Modular Robots and Swarm Intelligence,Mechanical Engineering,Physical Sciences,Modular Robots and Swarm Intelligence; Protist diversity and phylogeny; Origins and Evolution of Life,"Engineering; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",Physical Sciences; Life Sciences; Physical Sciences,Minimal Models; Limiting; Minimal surface; Synthetic Biology,Computational biology; Gene; Genome; Biology; Cell; Minimal models; Limiting; Minimal surface; Synthetic biology; Genetics; Computer science; Mathematics; Pure mathematics; Mechanical engineering; Engineering,"Cell Culture Techniques; Cell Physiological Phenomena; Animals; Bacterial Physiological Phenomena; Cell Culture Techniques; Genome, Bacterial; Symbiosis",methods; None; None; None; None; None; None
https://openalex.org/W1990507322,https://doi.org/10.1371/journal.pgen.1000808,The Systemic Imprint of Growth and Its Uses in Ecological (Meta)Genomics,2010-01-14,article,https://api.openalex.org/works?filter=cites:W1990507322,Genomics and Phylogenetic Studies,Molecular Biology,Life Sciences,Genomics and Phylogenetic Studies; Microbial Community Ecology and Physiology; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences; Life Sciences,Psychrophile; Ecological selection; Trait,Biology; Metagenomics; Genome; Psychrophile; Ecological selection; Archaea; Thermophile; Microbial ecology; Selection (genetic algorithm); Gene; Evolutionary biology; Trait; Microbial population biology; Genetics; Ecology; Bacteria; Artificial intelligence; Computer science; Programming language,"Archaea; Archaea; Bacteria; Bacteria; Genomic Imprinting; Archaea; Bacteria; Evolution, Molecular; Genome, Bacterial; Genomics",growth & development; genetics; growth & development; genetics; None; None; None; None; None; None
https://openalex.org/W2121646171,https://doi.org/10.1128/jvi.00738-06,Reduction of the Rate of Poliovirus Protein Synthesis through Large-Scale Codon Deoptimization Causes Attenuation of Viral Virulence by Lowering Specific Infectivity,2006-09-14,article,https://api.openalex.org/works?filter=cites:W2121646171,Viral Infections and Immunology Research,Cardiology and Cardiovascular Medicine,Health Sciences,Viral Infections and Immunology Research; RNA and protein synthesis mechanisms; RNA Research and Splicing,"Medicine; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences; Life Sciences,Infectivity; Subcloning; Coding region,Biology; Poliovirus; Capsid; Virology; Virus; Infectivity; Subcloning; Genome; Coding region; Genetics; Viral replication; RNA; Codon usage bias; Gene; Plasmid,"Codon; Poliomyelitis; Poliomyelitis; Poliovirus; Poliovirus; Protein Biosynthesis; Animals; Capsid Proteins; Capsid Proteins; Capsid Proteins; Codon; Enzyme-Linked Immunosorbent Assay; Genome, Viral; Genome, Viral; HeLa Cells; Humans; Membrane Proteins; Membrane Proteins; Membrane Proteins; Mice; Mice, Transgenic; Phenotype; Poliomyelitis; Poliomyelitis; Poliomyelitis; Poliovirus; Protein Biosynthesis; Receptors, Virus; Receptors, Virus; Receptors, Virus; Virulence; Virulence",genetics; virology; genetics; pathogenicity; genetics; genetics; None; None; metabolism; genetics; None; None; genetics; None; None; None; None; genetics; metabolism; None; None; None; None; pathology; metabolism; None; None; None; metabolism; genetics; None; genetics
https://openalex.org/W1760665500,https://doi.org/10.1186/1471-2105-7-285,Gene Designer: a synthetic biology tool for constructing artificial DNA segments,2006-06-06,article,https://api.openalex.org/works?filter=cites:W1760665500,RNA and protein synthesis mechanisms,Molecular Biology,Life Sciences,RNA and protein synthesis mechanisms; CRISPR and Genetic Engineering; Bacterial Genetics and Biotechnology,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology; Reading frame; Template,Synthetic biology; Computer science; Computational biology; Reading frame; Biology; Gene; DNA microarray; Software; Template; Open reading frame; Genetics; Programming language; Gene expression; Peptide sequence,"DNA; DNA; Genes, Synthetic; Genetic Engineering; Sequence Analysis, DNA; Software; Systems Biology; Base Sequence; Computer-Aided Design; DNA; Drug Design; Genes, Synthetic; Genetic Engineering; Molecular Sequence Data; Sequence Analysis, DNA; Systems Biology; User-Computer Interface",genetics; chemistry; genetics; methods; methods; None; methods; None; None; None; None; None; None; None; None; None; None
https://openalex.org/W2154397483,https://doi.org/10.1093/bioinformatics/btl469,Synthetic biology—putting engineering into biology,2006-09-05,review,https://api.openalex.org/works?filter=cites:W2154397483,Gene Regulatory Network Analysis,Molecular Biology,Life Sciences,Gene Regulatory Network Analysis; Bacterial Genetics and Biotechnology; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology; Abstraction; Protein Engineering,Synthetic biology; Systems biology; Domain (mathematical analysis); Computer science; Hierarchy; Process (computing); Computational biology; Abstraction; Protein engineering; Biology; Biochemical engineering; Nanotechnology; Engineering; Programming language; Mathematics; Materials science; Mathematical analysis; Philosophy; Biochemistry; Enzyme; Epistemology; Economics; Market economy,"Biotechnology; Computational Biology; Genetic Engineering; Protein Engineering; Animals; Biotechnology; Computational Biology; DNA; DNA; Engineering; Genetic Engineering; Humans; Internet; Kinetics; Models, Biological; Protein Engineering; Signal Transduction; Software; Systems Biology",methods; methods; methods; methods; None; None; None; None; chemistry; None; None; None; None; None; None; None; None; None; None
https://openalex.org/W2167299815,https://doi.org/10.1038/msb.2012.66,Genome‐scale engineering for systems and synthetic biology,2013-01-01,review,https://api.openalex.org/works?filter=cites:W2167299815,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; RNA and protein synthesis mechanisms; Animal Genetics and Reproduction,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Genome Engineering; Synthetic Biology,Genome engineering; Biology; Synthetic biology; Genome editing; Genome; Computational biology; Systems biology; Gene; Genetics,"Genetic Engineering; Synthetic Biology; Genetic Engineering; Genome; Models, Biological; Synthetic Biology",methods; methods; None; None; None; None
https://openalex.org/W2334195094,https://doi.org/10.1016/j.mattod.2016.02.020,Artificial cells: from basic science to applications,2016-04-05,article,https://api.openalex.org/works?filter=cites:W2334195094,Origins and Evolution of Life,Astronomy and Astrophysics,Physical Sciences,Origins and Evolution of Life; Photoreceptor and optogenetics research; Protist diversity and phylogeny,"Physics and Astronomy; Neuroscience; Biochemistry, Genetics and Molecular Biology",Physical Sciences; Life Sciences; Life Sciences,Protocell; Artificial cell; Artificial life; Living cell; Synthetic Biology,Protocell; Artificial cell; Living systems; Artificial life; Living cell; Synthetic biology; Computer science; Nanotechnology; Artificial intelligence; Biology; Biological system; Computational biology; Materials science; Genetics; Membrane,,
https://openalex.org/W2028704749,https://doi.org/10.3998/ptb.6959004.0001.003,Varieties of Living Things: Life at the Intersection of Lineage and Metabolism,2009-12-01,article,https://api.openalex.org/works?filter=cites:W2028704749,Evolution and Genetic Dynamics,Genetics,Life Sciences,Evolution and Genetic Dynamics; Evolutionary Game Theory and Cooperation; Prion Diseases and Protein Misfolding,"Biochemistry, Genetics and Molecular Biology; Social Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences; Social Sciences; Life Sciences,Lineage (genetic),Intersection (aeronautics); Lineage (genetic); Biology; Evolutionary biology; Geography; Genetics; Gene; Cartography,,
https://openalex.org/W2514783055,https://doi.org/10.1126/science.aaf3639,"Design, synthesis, and testing toward a 57-codon genome",2016-08-18,article,https://api.openalex.org/works?filter=cites:W2514783055,RNA and protein synthesis mechanisms,Molecular Biology,Life Sciences,RNA and protein synthesis mechanisms; Genomics and Phylogenetic Studies; Bacteriophages and microbial interactions,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Environmental Science",Life Sciences; Life Sciences; Physical Sciences,Genetic Code; Stop codon; Bacterial genome size,Genome; Genetic code; Stop codon; Biology; Gene; Codon usage bias; Genetics; Computational biology; Bacterial genome size,"Escherichia coli; Escherichia coli Proteins; Genes, Synthetic; Genetic Code; Genome, Bacterial; Escherichia coli; Escherichia coli Proteins; Genes, Essential; Genes, Lethal; Genetic Code; Genetic Code; Genetic Engineering; Phenotype; Protein Biosynthesis; Protein Biosynthesis",genetics; genetics; None; physiology; None; None; None; None; None; None; genetics; None; None; None; genetics
https://openalex.org/W2782702360,https://doi.org/10.1371/journal.pone.0188453,Construction of an infectious horsepox virus vaccine from chemically synthesized DNA fragments,2018-01-19,article,https://api.openalex.org/works?filter=cites:W2782702360,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Bacteriophages and microbial interactions,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Environmental Science",Life Sciences; Life Sciences; Physical Sciences,Smallpox vaccine; Poxviridae; Smallpox virus; Modified vaccinia Ankara; Attenuated vaccine; Orthopoxvirus,Vaccinia; Virology; Virus; Biology; Smallpox vaccine; DNA vaccination; Poxviridae; Smallpox virus; DNA; Modified vaccinia Ankara; Attenuated vaccine; Virulence; Viral replication; DNA sequencing; Orthopoxvirus; Gene; Recombinant DNA; Genetics; Plasmid,"DNA; Orthopoxvirus; Vaccines, Synthetic; Viral Vaccines; Administration, Intranasal; Animals; Chlorocebus aethiops; DNA; HeLa Cells; Humans; Mice; Orthopoxvirus; Orthopoxvirus; Orthopoxvirus; Vaccines, Synthetic; Vaccines, Synthetic; Vero Cells; Viral Vaccines; Viral Vaccines; Virulence",chemistry; immunology; immunology; immunology; None; None; None; None; None; None; None; pathogenicity; growth & development; None; administration & dosage; None; None; administration & dosage; None; None
https://openalex.org/W1983438661,https://doi.org/10.1038/nbt.1636,Live attenuated influenza virus vaccines by computer-aided rational design,2010-06-13,article,https://api.openalex.org/works?filter=cites:W1983438661,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; vaccines and immunoinformatics approaches,"Medicine; Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Health Sciences; Life Sciences,Attenuated vaccine; Pandemic,Virus; Virology; Attenuated vaccine; Pandemic; Genome; Immunization; Biology; Influenza A virus; Influenza A virus subtype H5N1; Live attenuated influenza vaccine; Virulence; Influenza vaccine; Vaccination; Nasal administration; Coronavirus disease 2019 (COVID-19); Genetics; Gene; Medicine; Antibody; Infectious disease (medical specialty); Disease; Pathology,"Computer-Aided Design; Orthomyxoviridae; Viral Vaccines; Animals; Cells, Cultured; Codon; Dogs; Genome, Viral; Lethal Dose 50; Mice; Molecular Sequence Data; Orthomyxoviridae; Orthomyxoviridae",None; immunology; None; None; None; None; None; None; None; None; None; genetics; None
https://openalex.org/W2607040243,https://doi.org/10.1126/science.aaf4704,“Perfect” designer chromosome V and behavior of a ring derivative,2017-03-10,article,https://api.openalex.org/works?filter=cites:W2607040243,Fungal and yeast genetics research,Molecular Biology,Life Sciences,Fungal and yeast genetics research; CRISPR and Genetic Engineering; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology; Yeast artificial chromosome,Genome; Genetics; Computational biology; Chromosome; Biology; Synthetic biology; Yeast artificial chromosome; Meiosis; Gene; Gene mapping,"Chromosomes, Artificial, Yeast; Synthetic Biology; Bacterial Proteins; CRISPR-Associated Protein 9; Clustered Regularly Interspaced Short Palindromic Repeats; Endonucleases; Gene Editing; Gene Rearrangement; Genome, Fungal; Meiosis; Models, Genetic; Saccharomyces cerevisiae; Transformation, Genetic",chemistry; methods; None; None; None; None; None; None; None; None; None; cytology; None
https://openalex.org/W2414764318,https://doi.org/10.1126/science.aaf6850,The Genome Project-Write,2016-06-03,article,https://api.openalex.org/works?filter=cites:W2414764318,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Animal Genetics and Reproduction; Genetically Modified Organisms Research,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences; Life Sciences; Life Sciences,,Genome; Computational biology; Computer science; Biology; Data science; Engineering ethics; Engineering; Genetics; Gene,"Genetic Engineering; Genome, Human; Human Genome Project; Genetic Engineering; Genetic Engineering; Genetic Engineering; Human Genome Project; Human Genome Project; Humans; Policy",None; None; None; ethics; trends; methods; ethics; organization & administration; None; None
https://openalex.org/W3002499566,https://doi.org/10.3390/v12020138,Smallpox in the Post-Eradication Era,2020-01-24,review,https://api.openalex.org/works?filter=cites:W3002499566,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral gastroenteritis research and epidemiology,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Variola virus; Smallpox virus,Smallpox; Variola virus; Public health; Virology; Vaccination; Smallpox virus; Population; Vaccinia; Medicine; Environmental health; Biology; Pathology; Biochemistry; Gene; Recombinant DNA,Advisory Committees; Containment of Biohazards; Disease Eradication; Guidelines as Topic; Smallpox; Variola virus; Biological Warfare Agents; Guidelines as Topic; Humans; Program Development; September 11 Terrorist Attacks; Smallpox; Smallpox; Smallpox; Smallpox Vaccine; Smallpox Vaccine; World Health Organization,None; None; None; standards; prevention & control; None; None; None; None; None; None; virology; epidemiology; None; None; supply & distribution; None
https://openalex.org/W4304957061,https://doi.org/10.1021/acsnano.2c06104,"Artificial Cells: Past, Present and Future",2022-10-13,review,https://api.openalex.org/works?filter=cites:W4304957061,Lipid Membrane Structure and Behavior,Molecular Biology,Life Sciences,Lipid Membrane Structure and Behavior; Supramolecular Self-Assembly in Materials; Photoreceptor and optogenetics research,"Biochemistry, Genetics and Molecular Biology; Materials Science; Neuroscience",Life Sciences; Physical Sciences; Life Sciences,Artificial cell,Artificial cell; Nanotechnology; Function (biology); Materials science; Cell biology; Chemistry; Biology; Membrane; Biochemistry,Artificial Cells; Metal-Organic Frameworks; Lipids; Polymers,None; None; None; None
https://openalex.org/W4286449069,https://doi.org/10.1016/j.cell.2022.06.046,"Synthetic chromosomes, genomes, viruses, and cells",2022-07-01,review,https://api.openalex.org/works?filter=cites:W4286449069,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Bacteriophages and microbial interactions; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences; Life Sciences,Synthetic Biology,Biology; Genome; Synthetic biology; Genetics; Genomics; Nucleic acid; Computational biology; DNA; Gene,"Animals; Bacteriophages; Chromosomes; Escherichia coli; Genome, Viral; Genomics; Saccharomyces cerevisiae; Sequence Analysis, DNA; Synthetic Biology",None; genetics; genetics; genetics; None; methods; genetics; None; methods
