unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
randcorporation-152c8c6a3ca7704d8050cada71c66204,Insights from Nuclear History for AI Governance,Publication,2025-05-21,https://www.rand.org/pubs/perspectives/PEA3652-1.html,,"Nuclear proliferation, Treaty on the Non-Proliferation of Nuclear Weapons, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, politics>government policy, politics>government, politics>government>defence, politics>government>defence>military equipment, politics>government policy>nuclear policy, conflicts, war and peace, politics>international relations, economy, business and finance>economic sector>energy and resource, politics>government>defence>military equipment>military weaponry, conflicts, war and peace>armed conflict, politics, science and technology",10.2760/4814109
randcorporation-7cdb312947d72a5d84fad697edb0a874,On the Extinction Risk from Artificial Intelligence,Publication,2025-05-06,https://www.rand.org/pubs/research_reports/RRA3034-1.html,,"Nuclear winter, Artificial intelligence, Global warming potential",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, science and technology>natural science, science and technology>natural science>biology, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident, environment>climate change, disaster, accident and emergency incident>disaster, science and technology, environment, science and technology>natural science>biology>genetics",10.2760/4814109
randcorporation-3d257166385a3790b94cc01fa766f02d,Automated Grading for Efficiently Evaluating the Dual-Use Biological Capabilities of Large Language Models,Working paper,2025-02-28,https://www.rand.org/pubs/working_papers/WRA3124-1.html,,"Plasmid, Gene, Transcription (biology)",eng,"arts, culture and entertainment, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, arts, culture and entertainment>culture, health>diseases and conditions>communicable disease>virus disease",10.2760/4814109
randcorporation-fde7bb4edf7e3de325b9f8a9f410efcc,Toward Comprehensive Benchmarking of the Biological Knowledge of Frontier Large Language Models,Working paper,2025-02-10,https://www.rand.org/pubs/working_papers/WRA3797-1.html,,"Large language model, Llama (language model), Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>computing and information technology>software",10.2760/4814109
govuk-443c59eeb393ca5310a273c2775f3e3f,International AI Safety Report 2025,Publication,2025-01-29,https://www.gov.uk/government/publications/international-ai-safety-report-2025,,"Artificial intelligence, Neural network (machine learning), Deep learning",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>computing and information technology>software, science and technology>mathematics",10.2760/4814109
sipri-07825c8a66eafc333f5e6fb355c224ef,"Artificial Intelligence, Non-proliferation and Disarmament: A Compendium on the State of the Art",Publication,2025-01-01,https://www.sipri.org/publications/2025/eu-non-proliferation-and-disarmament-papers/artificial-intelligence-non-proliferation-and-disarmament-compendium-state-art,,"Artificial intelligence, Chemical Weapons Convention, United Nations Security Council Resolution 1540",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, science and technology>natural science, science and technology>natural science>biology, politics>government>defence>military equipment>military weaponry, conflicts, war and peace, science and technology, science and technology>natural science>biology>genetics, conflicts, war and peace>armed conflict, economy, business and finance>economic sector>computing and information technology",10.2760/4814109
cset-fa35074ced836206f93ab080d217c1dc,Anticipating Biological Risk: A Toolkit for Strategic Biosecurity Policy | Center for Security and Emerging Technology,Publication,2024-12-01,https://cset.georgetown.edu/publication/anticipating-biological-risk-a-toolkit-for-strategic-biosecurity-policy/,,"Biocontainment, Biosafety, Biosecurity",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology",10.2760/4814109
unidir-5920760ead911b84b60a26246a1cde50,Large Language Models and International Security: A Primer,Publication,2024-11-06,https://unidir.org/publication/large-language-models-and-international-security-a-primer/,,"Large language model, Transformer (machine learning model), Technology",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, conflicts, war and peace, science and technology, economy, business and finance>economic sector>computing and information technology>software",10.2760/4814109
govuk-418594d868c2cacb3617ca7603a30ec0,Strategic competition in the age of AI - emerging risks and opportunities from military use of artificial intelligence,Publication,2024-10-08,https://www.gov.uk/government/publications/strategic-competition-in-the-age-of-ai-emerging-risks-and-opportunities-from-military-use-of-artificial-intelligence,,"Artificial intelligence, Machine learning, Governance",eng,"politics, politics>government, politics>government>defence>military equipment, conflicts, war and peace, conflicts, war and peace>armed conflict, education, politics>government>defence, science and technology, politics>international relations, politics>government>defence>military equipment>military weaponry",10.2760/4814109
csis-b2d70791f48f85ac6f0156047902fd6b,Defense Priorities in the Open-Source AI Debate,Publication,2024-08-19,https://www.csis.org/analysis/defense-priorities-open-source-ai-debate,,"Artificial intelligence, Computer security, Reliability engineering",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, society, science and technology, economy, business and finance>economic sector>computing and information technology>software",10.2760/4814109
centerforanewamericansecurity-d93b7075dac279ef9b6cd59def4ed416,"AI and the Evolution of Biological National Security Risks: Capabilities, Thresholds, and Interventions",Publication,2024-08-13,https://www.cnas.org/publications/reports/ai-and-the-evolution-of-biological-national-security-risks,,"Biological warfare, Artificial intelligence, Pandemic",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",10.2760/4814109
govuk-b418f9be8f286e57cd185bba250d8b45,International Scientific Report on the Safety of Advanced AI,Publication,2024-05-17,https://www.gov.uk/government/publications/international-scientific-report-on-the-safety-of-advanced-ai,,"Artificial intelligence, Risk, Large language model",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>computing and information technology>software, education",10.2760/4814109
itif-d49424aec79424304e662c0619b1179c,The Shift in Rhetoric on AI and Biothreats Is a Lesson on the Risks of Premature Regulation,Publication,2024-04-30,https://itif.org/publications/2024/04/30/shift-on-ai-and-biothreats-is-lesson-on-risks-of-premature-regulation/,,"Biosecurity, Policy, Artificial intelligence",eng,"conflicts, war and peace, conflicts, war and peace>act of terror, science and technology>natural science, society, society>values, science and technology, conflicts, war and peace>act of terror>act of bioterrorism, science and technology>natural science>biology, society>values>ethics",10.2760/4814109
europeanleadershipnetwork-77cb903e4edcecd241f247669b77908f,The potential terrorist use of large language models for chemical and biological terrorism,Publication,2024-04-05,https://europeanleadershipnetwork.org/the-potential-terrorist-use-of-large-language-models-for-chemical-and-biological-terrorism/,,"CBRN defense, Chemical warfare, Bioterrorism",eng,"economy, business and finance>economic sector, economy, business and finance, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace>act of terror, politics>government>defence>military equipment>military weaponry, conflicts, war and peace, conflicts, war and peace>act of terror>act of bioterrorism, conflicts, war and peace>armed conflict, science and technology, economy, business and finance>economic sector>chemicals",10.2760/4814109
randcorporation-793c65bc1f5d58c7e3e49c92a80e48ed,Red-Teaming the Risks of Using AI in Biological Attacks,Blog post,2024-03-25,https://www.rand.org/pubs/articles/2024/red-teaming-the-risks-of-using-ai-in-biological-attacks.html,,"Artificial intelligence, Research, Technology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>social sciences, science and technology>technology and engineering, science and technology, science and technology>technology and engineering>IT/computer sciences, economy, business and finance>economic sector>computing and information technology, science and technology>social sciences>information science",10.2760/4814109
randcorporation-6a71a49e3be91c32eefa525340a7befd,RAND Review,Publication,2024-03-22,https://www.rand.org/pubs/corporate_pubs/CPA682-22.html,,"Bail in the United States, Artificial intelligence, Genetic engineering",eng,"science and technology>natural science, conflicts, war and peace, conflicts, war and peace>armed conflict, health>diseases and conditions, science and technology, science and technology>natural science>biology, health, weather",10.2760/4814109
randcorporation-71caca48a2d69741402110260350d1d0,Is AI an Existential Risk? Q&A with RAND Experts,Blog post,2024-03-11,https://www.rand.org/pubs/commentary/2024/03/is-ai-an-existential-risk-qa-with-rand-experts.html,,"Artificial intelligence, Global catastrophic risk, Risk",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, politics, politics>government policy, society, society>values, science and technology, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident, society>values>ethics, education, politics>government policy>nuclear policy",10.2760/4814109
fas-9cba99b5be9021323bc406e2bf5766dc,Can Preparedness Frameworks Pull Their Weight?,Publication,False,https://fas.org/publication/scaling-ai-safety/,,"Artificial intelligence, OpenAI, Policy",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology, economy, business and finance>economic sector>computing and information technology, society, society>values",10.2760/4814109
futureoflife-ccd14ecae77db4e9f88f412e013d03ca,Turning Vision into Action: Implementing the Senate AI Roadmap,Publication,False,https://futureoflife.org/document/vision-into-action-senate-ai-roadmap/,,"Deepfake, Artificial intelligence, Computer security",eng,"economy, business and finance, economy, business and finance>economic sector, politics, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software, science and technology, economy, business and finance>economic sector>computing and information technology>computer security, politics>government",10.2760/4814109
hcspfr-80f3a2b05b5a0eed28cb097831e1d9cf,Preventive measures for travelers against mpox,Publication,2024-09-02,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1387,,"Mpox, Vaccination, Clinical medicine",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",hcspfr-f5c0833b69a397d7c5124e3b112599de
who-17b2763b1af2ef755b84cc8e27337a93,Landscape analysis of the opportunities and challenges for neurotechnology in global health,Publication,2025-06-30,https://apps.who.int/iris/handle/10665/381761,1. Headquarters,"Neuromodulation (medicine), Neurotechnology, Neuroimaging",eng,"health>health treatment, health>diseases and conditions, science and technology, health, health>health treatment>medicine",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-411b02f99f1e345178b87500075e8943,"2023 Biorisks, Biosecurity and Biological Disarmament Conference Report",Publication,2024-07-09,https://unidir.org/publication/2023-biorisks-biosecurity-and-biological-disarmament-conference-report/,,"Biosecurity, United Nations Office for Disarmament Affairs, Governance",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, politics, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-269e5872975525599bc2ffaddd1d011e,"Global Guiding Framework: Responsible Use of Life Sciences: Mitigating Biological Risks, Governing Dual-Use Research",Publication,2023-06-14,https://apps.who.int/iris/handle/10665/369236,,"Health, Preventive healthcare, Technology",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, economy, business and finance>economic sector>computing and information technology",who-21e58fa0cb28e055c4cacde8da6855c0
who-083c2a2238ce6b3cd059c032a7e92b40,Global policy framework for the responsible use of life sciences: mitigating biological risks and governing dual research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369131,,"Governance, Safety, Natural environment",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",who-21e58fa0cb28e055c4cacde8da6855c0
who-4edc91b17fa672bc52fdef05a27b0791,A global guideline framework for the responsible use of the life sciences: reducing biological risks and regulating dual-use research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369130,,"Branches of science, Ecosystem, Artificial intelligence",ara,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-7f17601c4d68f6e97900f13184888703,Global Guidelines for the Responsible Use of Life Sciences Research: Biological Risk Reduction and Management of Dual Use Research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369132,,"Branches of science, Risk, Innovation",rus,"science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-2328628190847b6aedf513fff1ba338d,Global Guidance Framework for Responsible Use of Life Sciences: Biohazard Reduction and Governance of Dual-Use Research,Publication,2023-06-09,https://apps.who.int/iris/handle/10665/368979,,"Natural environment, Infodemic, Governance",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-aa3ec977c0703d631c5009c21f3c2496,Global guidance framework for the responsible use of life sciences: mitigating biological risks and governing dual-use research,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374885,2. Regional Office for Africa,"Branches of science, Disease, Biological warfare",por,"science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, science and technology>social sciences",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-e7852bb83bbd5a3ce4ec5dccb8d2e96a,Assessing the SecBio Platform Proposal for the Biological Weapons Convention,Publication,2022-12-07,https://unidir.org/publication/assessing-the-secbio-platform-proposal-for-the-biological-weapons-convention/,,"Biosecurity, Biological Weapons Convention, United Nations Security Council Resolution 1540",eng,"arts, culture and entertainment, arts, culture and entertainment>culture, health, science and technology, education, arts, culture and entertainment>culture>library and museum",who-21e58fa0cb28e055c4cacde8da6855c0
hiqaie-fe494431b50207363ef7553db68fc69d,Catalogue of institutions undertaking COVID-19 horizon scanning,Clinical guidance,2022-10-19,https://www.hiqa.ie/reports-and-publications/health-technology-assessment/catalogue-institutions-undertaking-covid-19,,"Health, Health informatics, COVID-19 vaccine",eng,"health>health treatment, science and technology>research, health, science and technology, health>health treatment>medicine, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
interacademies-87ccbd94e76c0729d54d394ee120e1d4,Global guidance framework for the responsible use of the life sciences,Publication,2022-09-12,https://www.interacademies.org/publication/global-guidance-framework-responsible-use-life-sciences,,"Governance, Biosecurity, Biosafety",eng,"science and technology>natural science, science and technology>research, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
who-f6488bdadd89245cefef23285bb10d1b,Global guidance framework for the responsible use of the life sciences: mitigating biorisks and governing dual-use research,Publication,2022-09-07,https://apps.who.int/iris/handle/10665/362313,,"Branches of science, Biodiversity, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
adviesraadvoorwetenschaptechnologieeninnovatie-472419814c9473107870e24c20f6902b,Corona scenarios thought through: Guide for necessary choices,Publication,2022-09-01,https://www.awti.nl/documenten/publicaties/2022/09/05/index,,"European Union, Virus, Education",dut,"economy, business and finance, science and technology>natural science, education, health, science and technology, science and technology>natural science>biology, health>diseases and conditions, economy, business and finance>economy",who-21e58fa0cb28e055c4cacde8da6855c0
parliamentofnetherlands-f14b3744e675389180617185e2f20533,Corona scenarios thought through: Guidance for necessary choices,Publication,2022-09-01,https://www.eerstekamer.nl/bijlage/20220905/rapportage_coronascenario_s/document3/f=/vlw3kowajtys.pdf,,"COVID-19, European Union, COVID-19 pandemic",dut,"politics, science and technology, health, politics>government, education",who-21e58fa0cb28e055c4cacde8da6855c0
govuk-b6e71ed85a0892c062d6ea2bcc65314a,Biological Security Strategy: call for evidence,Publication,2022-02-16,https://www.gov.uk/government/consultations/biological-security-strategy-call-for-evidence,,"Zoonosis, Risk, Freedom of Information Act (United States)",eng,"health>diseases and conditions, health, science and technology, health>diseases and conditions>illness",who-21e58fa0cb28e055c4cacde8da6855c0
au_jmi-2bd047f1e65617eccc4b784afcf66c60,Safeguarding Australia’s sovereignty with public digital infrastructure,Publication,2025-04-23,https://thepolicymaker.appi.org.au/safeguarding-australias-sovereignty-with-public-digital-infrastructure/,,"Artificial intelligence, Governance, Australia",eng,"society, society>values, education, science and technology, society>values>ethics",10.2759/523404
apo-38eb2c3150df80325f27bb82176c89e5,How might artificial intelligence affect the trustworthiness of public service delivery?,Publication,2023-10-27,https://apo.org.au/node/324795,,"Artificial intelligence, Trust (social science), Innovation",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology, economy, business and finance>economic sector>computing and information technology, health, economy, business and finance>economy, science and technology>social sciences",10.2759/523404
deptofprimeministerau-af4e61c1571b85b4726a99591f9df2a3,How might artificial intelligence affect the trustworthiness of public service delivery?,Publication,2023-10-18,https://www.pmc.gov.au/resources/long-term-insights-briefings/how-might-ai-affect-trust-public-service-delivery,,"Artificial intelligence, Trust (social science), Innovation",eng,"economy, business and finance, economy, business and finance>economic sector, politics, economy, business and finance>economy, science and technology, economy, business and finance>economic sector>computing and information technology, health, politics>government",10.2759/523404
apo-9c884dafed1224e43d566e2510e4d03c,Automated decision making in transport mobilities: review of industry trends and visions for the future,Publication,2022-08-12,https://apo.org.au/node/318977,,"Self-driving car, Tesla Autopilot, Internet of things",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>transport, economy, business and finance>economic sector>transport>road transport, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>transport>traffic",10.2759/523404
apo-b352313ba55e5a4c6c8073677246607c,"Big data for Australian social policy: developments, benefits and risks",Publication,2021-12-17,https://apo.org.au/node/315662,,"National Assessment Program – Literacy and Numeracy, Big data, Policy",eng,"economy, business and finance, economy, business and finance>economic sector, politics, society, science and technology, economy, business and finance>economic sector>computing and information technology, society>values, politics>government, science and technology>social sciences",10.2759/523404
brookings-b2199c7f2dd891ea364ecb5bba45ffb2,Strengthening international cooperation on AI,Publication,2021-10-25,https://www.brookings.edu/research/strengthening-international-cooperation-on-ai/,,"Artificial intelligence, Governance, Multistakeholder governance",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economy, politics>government, politics",10.2759/523404
randcorporation-8ceeeccdcfa9ba923d6fc85d929e26b2,Supporting the Royal Australian Navy's Strategy for Robotics and Autonomous Systems,Publication,2021-09-14,https://www.rand.org/pubs/research_reports/RRA929-1.html,"RAND Australia, RAND International","Artificial intelligence, Unmanned underwater vehicle, Unmanned aerial vehicle",eng,"conflicts, war and peace, economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace>armed conflict, politics>government>defence>military equipment>military weaponry, science and technology, economy, business and finance>economic sector>computing and information technology",10.2759/523404
govdeptsitaly-7dd2ff8743f4033a2e0d544a0471a378,Artificial intelligence,Publication,2021-06-24,https://www.esteri.it/mae/resource/doc/2021/07/cisv_lintelligenza_artificiale_per_lo_sviluppo_sostenibile.pdf,,"Automaton, Golem, Artificial intelligence",ita,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>agriculture, science and technology>social sciences, economy, business and finance>economic sector>computing and information technology>software",10.2759/523404
apo-5ec439cd71f4c34dc325697e2bde1971,The impact of artificial intelligence on jobs and work in New Zealand,Publication,2021-06-11,https://apo.org.au/node/312792,,"Deep learning, Machine learning, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, society, labour, labour>employment, economy, business and finance>economic sector>computing and information technology, science and technology, society>values",10.2759/523404
apo-4c8b6372759ff614c9c2b68cfcdaaa96,Human rights and technology: final report,Publication,2021-05-27,https://apo.org.au/node/312514,,"Artificial intelligence, Decision-making, Accessibility",eng,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, health",10.2759/523404
acola-9f399d6eb3ac03bd69d38059b2c28f61,The Internet of Things,Publication,2020-11-05,https://acola.org/hs5-internet-of-things-australia/,,"Internet of things, Fourth Industrial Revolution, Smart city",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>emergency incident, economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economy, disaster, accident and emergency incident>emergency incident>transport incident, economy, business and finance>economic sector>transport",10.2759/523404
nswparliamentresearch-83bbc308c0810948dcf13c73ec6163dc,The use of artificial intelligence by government: parliamentary and legal issues,Publication,2020-09-28,https://www.parliament.nsw.gov.au/researchpapers/Pages/The-use-of-AI-by-government-parliamentary-and-legal-issues.aspx,,"Artificial general intelligence, Artificial intelligence, Automated decision-making",eng,"economy, business and finance, economy, business and finance>economic sector, politics, economy, business and finance>economic sector>computing and information technology, science and technology, society, politics>government",10.2759/523404
auschiefscientist-1c85b1059d78e169d33cf41fe73eecf9,2020 Rapid report - Motivators for use of the COVIDSafe App,Publication,2020-05-18,https://www.chiefscientist.gov.au/news-and-media/2020-rapid-report-motivators-use-covidsafe-app,,"COVIDSafe, Contact tracing, Privacy",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",10.2759/523404
