core_doi,title,publication_date,type,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name,first_order_doi
10.1126/science.1213362,Low‐pathogenicity avian influenza,2016-11-04,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Charadriiformes; Anseriformes; Pandemic,Influenza A virus subtype H5N1; Context (archaeology); Public health; Charadriiformes; Biology; Anseriformes; Pandemic; Pathogenicity; Environmental health; Environmental planning; Virology; Geography; Disease; Ecology; Infectious disease (medical specialty); Coronavirus disease 2019 (COVID-19); Virus; Microbiology; Medicine; Paleontology; Nursing; Pathology,,,10.1002/9781118924341.ch11
10.1126/science.1213362,Epidemiology of avian influenza in agricultural and other man‐made systems,2016-11-04,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Poultry farming,Waterfowl; Domestication; Biology; Influenza A virus subtype H5N1; Agriculture; Poultry farming; Zoology; Influenza A virus; Veterinary medicine; Ecology; Virology; Virus; Habitat; Medicine,,,10.1002/9781118924341.ch12
10.1126/science.1213362,"The clinical features, pathobiology, and epidemiology of influenza infections in pigs",2016-11-04,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Respiratory viral infections research,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Bronchopneumonia; Pathogenesis; Human influenza,Epidemiology; Transmission (telecommunications); Bronchiolitis; Biology; Herd; Bronchopneumonia; Pathogenesis; Disease; Virus; Human influenza; Virology; Bronchitis; Influenza A virus subtype H5N1; Immunology; Pathology; Medicine; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Ecology; Electrical engineering; Engineering,,,10.1002/9781118924341.ch16
10.1126/science.1213362,Mammalian experimental models and implications for understanding zoonotic potential,2016-11-04,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Pathogenesis; Animal model; Zoonotic disease,Pathogenesis; Biology; Virology; Animal model; Zoonotic disease; Cover (algebra); Disease; Computational biology; Immunology; Medicine; Pathology; Mechanical engineering; Engineering; Endocrinology,,,10.1002/9781118924341.ch24
10.1126/science.1213362,Multi‐continental panzootic of<scp>H5</scp>highly pathogenic avian influenza (1996–2015),2016-11-04,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Influenza A virus subtype H5N1; Highly pathogenic; Pandemic; Biology; Virology; Virus; Clade; Avian influenza virus; Coronavirus disease 2019 (COVID-19); Disease; Medicine; Infectious disease (medical specialty); Gene; Phylogenetics; Genetics; Pathology,,,10.1002/9781118924341.ch9
10.1126/science.1213362,Lessons from ePPP Research and the COVID‐19 Pandemic,2024-03-01,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; COVID-19 epidemiological studies; COVID-19 Pandemic Impacts,"Medicine; Mathematics; Economics, Econometrics and Finance",Health Sciences; Physical Sciences; Social Sciences,Pandemic; 2019-20 coronavirus outbreak,Pandemic; Coronavirus disease 2019 (COVID-19); 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Virology; Geography; Biology; Medicine; Outbreak; Infectious disease (medical specialty); Disease; Pathology,,,10.1002/9781394189045.ch15
10.1126/science.1213362,The Problem of Dual Use in the Twenty‐first Century,2024-03-01,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies,Medicine,Health Sciences,,Dual (grammatical number); Computer science; History; Art; Literature,,,10.1002/9781394189045.ch6
10.1126/science.1213362,Influenza Viruses,2023-08-11,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Viral gastroenteritis research and epidemiology,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,,Virology; Biology; Microbiology,,,10.1002/9781683670438.mcm0087
10.1126/science.1213362,Influenza Viruses,2023-08-11,other,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Viral gastroenteritis research and epidemiology,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,,Virology; Biology; Microbiology,,,10.1002/9781683674849.mcm0087
10.1126/science.1213362,One‐way trip: Influenza virus' adaptation to gallinaceous poultry may limit its pandemic potential,2014-12-28,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Pandemic; Human influenza; H5N1 genetic structure,Influenza A virus subtype H5N1; Neuraminidase; Biology; Virology; Pandemic; Virus; Transmission (telecommunications); Transmission and infection of H5N1; Human influenza; H5N1 genetic structure; Influenza A virus; Avian influenza virus; Coronavirus disease 2019 (COVID-19); Medicine; Disease; Infectious disease (medical specialty); Pathology; Electrical engineering; Engineering,"Influenza A Virus, H5N1 Subtype; Influenza A Virus, H7N9 Subtype; Poultry; Animals; Humans; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H7N9 Subtype; Influenza in Birds; Influenza in Birds; Influenza in Birds; Influenza, Human; Influenza, Human; Influenza, Human; Pandemics; Poultry",pathogenicity; pathogenicity; virology; None; None; None; None; None; epidemiology; virology; epidemiology; virology; None; None; None,10.1002/bies.201400133
10.1126/science.1213362,Might SARS‐CoV‐2 Have Arisen via Serial Passage through an Animal Host or Cell Culture?,2020-08-12,article,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; Viral gastroenteritis research and epidemiology; Animal Virus Infections Studies,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Coronavirus; Warrant; Furin,Coronavirus; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Biology; Warrant; Coronavirus disease 2019 (COVID-19); Furin; Function (biology); Virology; Evolutionary biology; Infectious disease (medical specialty); Disease; Medicine; Enzyme; Business; Pathology; Biochemistry; Finance,"Betacoronavirus; Coronavirus Infections; Pneumonia, Viral; Zoonoses; Amino Acid Sequence; Angiotensin-Converting Enzyme 2; Animals; COVID-19; Gain of Function Mutation; Humans; Pandemics; Peptidyl-Dipeptidase A; Protein Binding; SARS-CoV-2; Serial Passage; Spike Glycoprotein, Coronavirus",genetics; etiology; etiology; transmission; None; None; None; None; genetics; None; None; metabolism; None; None; None; genetics,10.1002/bies.202000091
10.1126/science.1213362,Forty years of directed evolution and its continuously evolving technology toolbox: A review of the patent landscape,2021-12-19,review,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Innovative Microfluidic and Catalytic Techniques Innovation; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Engineering; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences; Life Sciences,Toolbox; Directed Molecular Evolution; Patent portfolio,Toolbox; Directed evolution; Directed Molecular Evolution; Patent portfolio; Computational biology; Computer science; Intellectual property; Data science; Biotechnology; Biochemical engineering; Biology; Engineering; Gene; Genetics; Mutant; Programming language; Operating system,Artificial Intelligence; Directed Molecular Evolution; Biotechnology; Biotechnology; Directed Molecular Evolution; Gene Library; Mutagenesis,None; None; None; methods; methods; None; None,10.1002/bit.28009
10.1126/science.1213362,Vaccinia‐based influenza vaccine overcomes previously induced immunodominance hierarchy for heterosubtypic protection,2014-05-13,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; vaccines and immunoinformatics approaches; Immune Cell Function and Interaction,"Medicine; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Health Sciences; Life Sciences; Life Sciences,Immunodominance; ELISPOT,Immunodominance; Biology; Virology; Vaccinia; Epitope; Influenza vaccine; ELISPOT; Influenza A virus; Immunology; Vaccination; Virus; T cell; Antigen; Immune system; Genetics; Gene; Recombinant DNA,"Influenza Vaccines; Influenza Vaccines; Influenza, Human; Vaccinia virus; Animals; Disease Models, Animal; Female; Humans; Influenza A Virus, H1N1 Subtype; Influenza A Virus, H1N1 Subtype; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N1 Subtype; Influenza Vaccines; Influenza, Human; Influenza, Human; Mice; Mice, Inbred C57BL; Orthomyxoviridae Infections; Orthomyxoviridae Infections; Orthomyxoviridae Infections; Swine; T-Lymphocytes; T-Lymphocytes; Vaccinia; Vaccinia; Vaccinia virus",immunology; pharmacology; prevention & control; immunology; None; None; None; None; None; immunology; None; immunology; None; None; immunology; None; None; None; immunology; prevention & control; None; None; immunology; None; immunology; None,10.1002/eji.201344005
10.1126/science.1213362,Role of receptor binding specificity in influenza A virus transmission and pathogenesis,2014-03-25,review,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Immune Response and Inflammation; Animal Disease Management and Epidemiology,Medicine; Immunology and Microbiology; Agricultural and Biological Sciences,Health Sciences; Life Sciences; Life Sciences,Pathogenesis; Viral Pathogenesis,Biology; Pathogenesis; Virology; Virus; Transmission (telecommunications); Viral pathogenesis; Receptor; Influenza A virus; Immunology; Genetics; Viral replication; Electrical engineering; Engineering,"Influenza A virus; Influenza, Human; Influenza, Human; Viral Tropism; Virus Attachment; Zoonoses; Zoonoses; Adaptation, Biological; Animals; Hemagglutinin Glycoproteins, Influenza Virus; Hemagglutinin Glycoproteins, Influenza Virus; Humans; Influenza A virus; Influenza, Human; Polysaccharides; Polysaccharides; Protein Binding; Receptors, Virus; Receptors, Virus; Sialic Acids; Sialic Acids; Substrate Specificity; Zoonoses",physiology; virology; transmission; None; None; transmission; virology; None; None; metabolism; None; None; None; None; metabolism; None; None; metabolism; None; metabolism; None; None; None,10.1002/embj.201387442
10.1126/science.1213362,Pandemic influenza viruses: time to recognize our inability to predict the unpredictable and stop dangerous gain‐of‐function experiments,2013-10-24,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Zoonotic diseases and public health,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Gain of function; Pandemic; Pandemic influenza,Gain of function; Virology; Pandemic; Function (biology); Coronavirus disease 2019 (COVID-19); Biology; Influenza A virus; Pandemic influenza; Medicine; Virus; Genetics; Mutation; Disease; Pathology; Infectious disease (medical specialty); Gene,"Influenza, Human; Swine Diseases; Animals; Birds; Humans; Influenza in Birds; Orthomyxoviridae; Pandemics; Swine",epidemiology; epidemiology; None; None; None; epidemiology; genetics; None; None,10.1002/emmm.201303475
10.1126/science.1213362,"Biological Engineering, Risk, and Uncertainty",2014-11-01,article,Genetically Modified Organisms Research,Plant Science,Life Sciences,Genetically Modified Organisms Research; Climate Change Communication and Perception,Agricultural and Biological Sciences; Social Sciences,Life Sciences; Social Sciences,Excuse; CLARITY; Publication,Excuse; CLARITY; Publication; Action (physics); Risk analysis (engineering); Meaning (existential); Engineering ethics; Law and economics; Computer science; Sociology; Psychology; Law; Political science; Business; Engineering; Biology; Biochemistry; Physics; Quantum mechanics; Psychotherapist,Bioengineering; Synthetic Biology; Uncertainty; Bioengineering; Humans; Risk; Synthetic Biology,ethics; ethics; None; None; None; None; None,10.1002/hast.397
10.1126/science.1213362,High efficiency gene transfer to airways of mice using influenza hemagglutinin pseudotyped lentiviral vectors,2013-01-01,article,Respiratory viral infections research,Epidemiology,Health Sciences,Respiratory viral infections research; Viral gastroenteritis research and epidemiology; Virus-based gene therapy research,"Medicine; Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Health Sciences; Life Sciences,Tissue tropism; Transduction (biophysics),Viral vector; Tropism; Nasal administration; Respiratory epithelium; Hemagglutinin (influenza); Virology; Genetic enhancement; Tissue tropism; Immunology; Lentivirus; Biology; Transduction (biophysics); Nose; Cystic fibrosis; Vector (molecular biology); Virus; Medicine; Epithelium; Pathology; Gene; Internal medicine; Viral disease; Recombinant DNA; Anatomy; Biochemistry,"Genetic Vectors; Hemagglutinin Glycoproteins, Influenza Virus; Infectious Anemia Virus, Equine; Influenza, Human; Administration, Intranasal; Animals; Epithelial Cells; Epithelial Cells; Epithelial Cells; Feasibility Studies; Gene Expression Regulation; Genetic Vectors; HEK293 Cells; Hemagglutinin Glycoproteins, Influenza Virus; Humans; Infectious Anemia Virus, Equine; Influenza, Human; Lac Operon; Lac Operon; Lung; Lung; Lung; Mice; Mice, Inbred Strains; Nose; Nose; Nose; Respiratory Mucosa; Respiratory Mucosa; Respiratory Mucosa; Respiratory System; Respiratory System; Respiratory System; Trachea; Trachea; Trachea; Transduction, Genetic; Viral Tropism",genetics; genetics; genetics; metabolism; None; None; virology; None; metabolism; None; None; None; None; None; None; None; None; None; genetics; cytology; virology; None; None; None; cytology; virology; None; cytology; virology; None; metabolism; virology; None; cytology; virology; None; None; None,10.1002/jgm.2695
10.1126/science.1213362,Mouse lung‐adapted mutation of E190G in hemagglutinin from H5N1 influenza virus contributes to attenuation in mice,2015-06-19,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Immune Response and Inflammation,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,,Virology; Virulence; Influenza A virus subtype H5N1; Biology; Virus; Hemagglutinin (influenza); Influenza A virus; Viral replication; Sialic acid; Microbiology; Mutation; Gene; Genetics,"Adaptation, Biological; Hemagglutinin Glycoproteins, Influenza Virus; Influenza A Virus, H5N1 Subtype; Mutation, Missense; Virulence Factors; Animals; Body Weight; Female; Hemagglutinin Glycoproteins, Influenza Virus; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N1 Subtype; Lung; Lung; Mice, Inbred BALB C; Orthomyxoviridae Infections; Orthomyxoviridae Infections; Orthomyxoviridae Infections; Survival Analysis; Viral Load; Viral Plaque Assay; Virulence; Virulence Factors; Virus Attachment; Virus Replication",None; genetics; pathogenicity; None; genetics; None; None; None; None; None; genetics; physiology; virology; None; None; pathology; None; virology; None; None; None; None; None; None; None,10.1002/jmv.24257
10.1126/science.1213362,"Emergence of a young case infected with avian influenza A (H5N6) in Anhui Province, East China during the COVID‐19 pandemic",2021-07-07,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Reassortment; Pandemic; H5N1 genetic structure; Antigenic shift,Reassortment; Virology; Influenza A virus subtype H5N1; Neuraminidase; Pandemic; Context (archaeology); Biology; Virus; H5N1 genetic structure; Hemagglutinin (influenza); Antigenic shift; Antigenic drift; Coronavirus disease 2019 (COVID-19); Medicine; Disease; Infectious disease (medical specialty); Paleontology; Pathology,"COVID-19; Influenza A virus; Influenza in Birds; Influenza, Human; Animals; COVID-19; Child, Preschool; China; Female; Genome, Viral; Genome, Viral; Humans; Influenza A virus; Influenza A virus; Influenza A virus; Influenza in Birds; Influenza, Human; Influenza, Human; Mutation; Phylogeny; Poultry; Poultry; Reassortant Viruses; Reassortant Viruses; Reassortant Viruses; Reassortant Viruses; SARS-CoV-2; Viral Proteins; Viral Proteins",epidemiology; isolation & purification; virology; virology; None; None; None; None; None; None; genetics; None; None; genetics; classification; None; None; diagnosis; None; None; None; virology; None; classification; genetics; isolation & purification; None; None; genetics,10.1002/jmv.27179
10.1126/science.1213362,Abuse of amantadine in poultry may be associated with higher fatality rate of H5N1 infections in humans,2022-02-16,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Mosquito-borne diseases and control,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Amantadine; Case fatality rate; Resistance mutation,Influenza A virus subtype H5N1; Amantadine; Case fatality rate; Virology; Resistance mutation; Biology; Drug resistance; Virus; Mutation; Medicine; Epidemiology; Microbiology; Genetics; Gene; Internal medicine; Polymerase chain reaction; Reverse transcriptase,"Influenza A Virus, H5N1 Subtype; Influenza in Birds; Influenza, Human; Amantadine; Amantadine; Amantadine; Animals; Antiviral Agents; Antiviral Agents; Antiviral Agents; Birds; Drug Resistance, Viral; Drug Resistance, Viral; Humans; Influenza A Virus, H5N1 Subtype; Influenza in Birds; Influenza, Human; Influenza, Human; Phylogeny; Poultry; Viral Matrix Proteins; Viral Matrix Proteins",None; None; None; pharmacology; therapeutic use; None; None; pharmacology; therapeutic use; None; None; genetics; None; None; genetics; epidemiology; epidemiology; drug therapy; None; None; genetics; None,10.1002/jmv.27664
10.1126/science.1213362,Genetic analysis and biological characterization of H10N3 influenza A viruses isolated in China from 2014 to 2021,2023-01-07,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Reassortment; H5N1 genetic structure,Reassortment; Virology; Biology; Neuraminidase; Influenza A virus subtype H5N1; H5N1 genetic structure; Hemagglutinin (influenza); Virus; Genotype; Gene; Genetics; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Medicine; Disease; Pathology,"Influenza A Virus, H9N2 Subtype; Influenza in Birds; Influenza, Human; Animals; Chickens; China; China; Guinea Pigs; Humans; Influenza A Virus, H7N3 Subtype; Influenza A Virus, H9N2 Subtype; Mice; Phylogeny; Poultry; Reassortant Viruses; Reassortant Viruses",None; None; None; None; None; None; epidemiology; None; None; None; genetics; None; None; None; None; genetics,10.1002/jmv.28476
10.1126/science.1213362,A Cutting‐Edge View on the Current State of Antiviral Drug Development,2013-03-11,review,Hepatitis B Virus Studies,Epidemiology,Health Sciences,Hepatitis B Virus Studies; Hepatitis C virus research; Viral Infections and Outbreaks Research,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Entecavir; Telbivudine; Adefovir; Varicella zoster virus; Famciclovir,Virology; Entecavir; Telbivudine; Adefovir; Lamivudine; Medicine; Varicella zoster virus; Virus; Hepatitis B virus; Famciclovir,Antiviral Agents; Drug Discovery; Animals; Antiviral Agents; Antiviral Agents; Antiviral Agents; Drug Discovery; Humans; Virus Diseases; Virus Diseases; Viruses; Viruses,pharmacology; trends; None; therapeutic use; None; chemistry; None; None; None; drug therapy; None; drug effects,10.1002/med.21281
10.1126/science.1213362,Emerging Antiviral Strategies to Interfere with Influenza Virus Entry,2013-06-25,review,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; RNA and protein synthesis mechanisms,"Medicine; Medicine; Biochemistry, Genetics and Molecular Biology",Health Sciences; Health Sciences; Life Sciences,Amantadine; Oseltamivir; Neuraminidase inhibitor,Viral entry; Amantadine; Oseltamivir; Neuraminidase; Virology; Virus; Influenza A virus; Ribonucleoprotein; Neuraminidase inhibitor; Hemagglutinin (influenza); Viral envelope; Biology; Viral replication; Medicine; Coronavirus disease 2019 (COVID-19); RNA; Biochemistry; Disease; Pathology; Gene; Infectious disease (medical specialty),"Antiviral Agents; Orthomyxoviridae; Orthomyxoviridae; Virus Internalization; Active Transport, Cell Nucleus; Active Transport, Cell Nucleus; Antiviral Agents; Endocytosis; Endocytosis; Membrane Fusion; Membrane Fusion; Orthomyxoviridae; Virus Internalization",pharmacology; drug effects; physiology; drug effects; drug effects; None; None; drug effects; None; drug effects; None; None; None,10.1002/med.21289
10.1126/science.1213362,Genome‐wide siRNA library screening identifies human host factors that influence the replication of the highly pathogenic H5N1 influenza virus,2025-02-01,article,interferon and immune responses,Immunology,Life Sciences,interferon and immune responses; RNA and protein synthesis mechanisms; Influenza Virus Research Studies,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,,Biology; Influenza A virus subtype H5N1; Gene; Influenza A virus; Viral replication; Genome; Genetics; Virus; Virology; RNA splicing; Computational biology; RNA,,,10.1002/mlf2.12168
