core_doi,title,publication_date,type,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name,first_order_doi
10.1371/journal.pone.0188453,"Emergent challenges for CRISPR: biosafety, biosecurity, patenting, and regulatory issues",2020-01-01,book-chapter,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Innovation and Socioeconomic Development; Intellectual Property and Patents,"Biochemistry, Genetics and Molecular Biology; Business, Management and Accounting; Business, Management and Accounting",Life Sciences; Social Sciences; Social Sciences,Biosafety; Biosecurity; Emerging Technologies,Biosafety; CRISPR; Biosecurity; Risk analysis (engineering); Emerging technologies; Ethical issues; Biotechnology; Engineering ethics; Engineering; Business; Computer science; Biology; Genetics; Ecology; Gene; Artificial intelligence,,,10.1016/b978-0-12-818140-9.00021-0
10.1371/journal.pone.0188453,The adaptability and resilience of cities to major epidemics,2021-01-01,book-chapter,Zoonotic diseases and public health,"Public Health, Environmental and Occupational Health",Health Sciences,"Zoonotic diseases and public health; COVID-19 epidemiological studies; Yersinia bacterium, plague, ectoparasites research","Medicine; Mathematics; Biochemistry, Genetics and Molecular Biology",Health Sciences; Physical Sciences; Life Sciences,Adaptability; Resilience,Adaptability; Resilience (materials science); Geography; Environmental planning; Biology; Ecology; Materials science; Composite material,,,10.1016/b978-0-12-820204-3.00010-3
10.1371/journal.pone.0188453,Virus origins and genetics,2023-01-01,book-chapter,Plant Virus Research Studies,Plant Science,Life Sciences,Plant Virus Research Studies; Bacteriophages and microbial interactions; Herpesvirus Infections and Treatments,Agricultural and Biological Sciences; Environmental Science; Medicine,Life Sciences; Physical Sciences; Health Sciences,,Biology; Evolutionary biology; Genetics; Virology,,,10.1016/b978-0-12-822784-8.00003-9
10.1371/journal.pone.0188453,Panics and pandemics,2023-01-01,book-chapter,COVID-19 Pandemic Impacts,Economics and Econometrics,Social Sciences,COVID-19 Pandemic Impacts; COVID-19 epidemiological studies; Viral Infections and Outbreaks Research,"Economics, Econometrics and Finance; Mathematics; Medicine",Social Sciences; Physical Sciences; Health Sciences,Pandemic,Pandemic; Coronavirus disease 2019 (COVID-19); Political science; Virology; History; Medicine; Infectious disease (medical specialty); Internal medicine; Disease,,,10.1016/b978-0-12-822784-8.00008-8
10.1371/journal.pone.0188453,The Age of Synthetic Biology: Changing Biosecurity Risks,2023-01-01,book-chapter,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Bacillus and Francisella bacterial research; Genetically Modified Organisms Research,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences; Life Sciences; Life Sciences,Biosecurity,Biosecurity; Biology; Ecology,,,10.1016/b978-0-323-54841-0.00005-6
10.1371/journal.pone.0188453,Variola Major Virus (Smallpox) Attack,2023-05-29,book-chapter,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Vector-Borne Animal Diseases,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Life Sciences; Life Sciences; Life Sciences,Variola virus; Monkeypox; Poxviridae; Isolation,Smallpox; Variola virus; Medicine; Virology; Monkeypox; Population; Poxviridae; Public health; Isolation (microbiology); Intensive care medicine; Immunology; Vaccination; Environmental health; Biology; Vaccinia; Pathology; Bioinformatics; Biochemistry; Gene; Recombinant DNA,,,10.1016/b978-0-323-80932-0.00141-5
10.1371/journal.pone.0188453,"The development and approval of tecoviromat (TPOXX®), the first antiviral against smallpox",2019-06-07,review,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Transgenic Plants and Applications,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Biodefense; Smallpox virus; Stockpile; Disease Control,Smallpox; Biodefense; Smallpox virus; Medicine; Stockpile; Food and drug administration; Clinical trial; Disease control; Disease; Intensive care medicine; Virology; Vaccinia; Vaccination; Pharmacology; Biology; Political science; Internal medicine; Law; Pathology; Biochemistry; Gene; Recombinant DNA,"Antiviral Agents; Benzamides; Drug Development; Isoindoles; Smallpox; Animals; Antiviral Agents; Benzamides; Disease Models, Animal; Drug Evaluation, Preclinical; Drug Evaluation, Preclinical; Humans; Isoindoles; Smallpox; United States; United States Food and Drug Administration; Variola virus; Variola virus",therapeutic use; therapeutic use; None; therapeutic use; drug therapy; None; None; None; None; standards; None; None; None; None; None; None; None; drug effects,10.1016/j.antiviral.2019.06.005
10.1371/journal.pone.0188453,A human recombinant analogue to plasma-derived vaccinia immunoglobulin prophylactically and therapeutically protects against lethal orthopoxvirus challenge,2021-09-13,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Orthopoxvirus; Monkeypox; Variola virus; Poxviridae; Smallpox virus,Orthopoxvirus; Monkeypox; Virology; Vaccinia; Virus; Variola virus; Poxviridae; Smallpox; Smallpox virus; Medicine; Vaccination; Population; Biology; Immunology; Recombinant DNA; Biochemistry; Gene; Environmental health,"Immunoglobulins; Orthopoxvirus; Smallpox; Vaccinia; Animals; Antiviral Agents; Benzamides; Cell Line; Chlorocebus aethiops; Cytosine; Female; Humans; Isoindoles; Mice; Mice, Inbred BALB C; Organophosphonates; Smallpox Vaccine; Vaccines, DNA",therapeutic use; drug effects; drug therapy; drug therapy; None; administration & dosage; None; None; None; analogs & derivatives; None; None; None; None; None; None; administration & dosage; administration & dosage,10.1016/j.antiviral.2021.105179
10.1371/journal.pone.0188453,"Antiviral activities of two nucleos(t)ide analogs against vaccinia, mpox, and cowpox viruses in primary human fibroblasts",2023-06-01,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Immunotherapy and Immune Responses,Immunology and Microbiology; Medicine; Immunology and Microbiology,Life Sciences; Health Sciences; Life Sciences,Cowpox virus; Cowpox; Orthopoxvirus; Poxviridae; Adefovir,Vaccinia; Cowpox virus; Cowpox; Virology; Orthopoxvirus; Poxviridae; Adefovir; Biology; Virus; Luciferase; Viral replication; Recombinant DNA; Cell culture; Hepatitis B virus; Gene; Transfection; Biochemistry; Lamivudine; Genetics,Mpox (monkeypox); Poxviridae; Vaccinia; Animals; Antiviral Agents; Antiviral Agents; Antiviral Agents; Cell Line; Cowpox virus; Humans; Poxviridae; Trifluridine; Trifluridine; Vaccinia; Vaccinia virus; Vaccinia virus,None; None; None; None; metabolism; pharmacology; None; None; None; None; metabolism; None; metabolism; drug therapy; physiology; None,10.1016/j.antiviral.2023.105651
10.1371/journal.pone.0188453,Suppression of poxvirus replication by SC144,2025-05-01,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Plant Virus Research Studies,Immunology and Microbiology; Medicine; Agricultural and Biological Sciences,Life Sciences; Health Sciences; Life Sciences,Replication,Replication (statistics); Virology; Biology,,,10.1016/j.antiviral.2025.106204
10.1371/journal.pone.0188453,Reverse genetics in virology: A double edged sword,2022-08-19,article,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,"Biochemistry, Genetics and Molecular Biology; Medicine; Agricultural and Biological Sciences",Life Sciences; Health Sciences; Life Sciences,Reverse Genetics; Biosecurity; Biosafety; Molecular Genetics; Human genetics,Reverse genetics; Biosecurity; Biosafety; Biology; Genetics; Molecular genetics; Human genetics; Gene; Biotechnology; Genome; Ecology,,,10.1016/j.bsheal.2022.08.001
10.1371/journal.pone.0188453,"Synthetic chromosomes, genomes, viruses, and cells",2022-07-01,review,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Bacteriophages and microbial interactions; RNA and protein synthesis mechanisms,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Biochemistry, Genetics and Molecular Biology",Life Sciences; Physical Sciences; Life Sciences,Synthetic Biology,Biology; Genome; Synthetic biology; Genetics; Genomics; Nucleic acid; Computational biology; DNA; Gene,"Animals; Bacteriophages; Chromosomes; Escherichia coli; Genome, Viral; Genomics; Saccharomyces cerevisiae; Sequence Analysis, DNA; Synthetic Biology",None; genetics; genetics; genetics; None; methods; genetics; None; methods,10.1016/j.cell.2022.06.046
10.1371/journal.pone.0188453,Orthopox viruses: is the threat growing?,2024-02-20,review,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Plant Virus Research Studies,Immunology and Microbiology; Medicine; Agricultural and Biological Sciences,Life Sciences; Health Sciences; Life Sciences,,Virology; Biology; Medicine,Animals; Bioterrorism; Containment of Biohazards; Disease Outbreaks; Humans; Mpox (monkeypox); Orthopoxvirus; Poxviridae Infections; Smallpox; Vaccination,None; prevention & control; methods; prevention & control; None; None; None; prevention & control; prevention & control; None,10.1016/j.cmi.2024.02.011
10.1371/journal.pone.0188453,Droplet manipulation with bioinspired liquid-infused surfaces: A review of recent progress and potential for integrated detection,2019-02-01,review,Electrowetting and Microfluidic Technologies,Electrical and Electronic Engineering,Physical Sciences,Electrowetting and Microfluidic Technologies; Microfluidic and Bio-sensing Technologies; Microfluidic and Capillary Electrophoresis Applications,Engineering; Engineering; Engineering,Physical Sciences; Physical Sciences; Physical Sciences,,Nanotechnology; Computer science; Materials science; Biochemical engineering; Process engineering; Engineering,,,10.1016/j.cocis.2019.01.012
10.1371/journal.pone.0188453,Budding yeast as a factory to engineer partial and complete microbial genomes,2020-09-21,review,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Transgenic Plants and Applications; Bacteriophages and microbial interactions,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Environmental Science",Life Sciences; Life Sciences; Physical Sciences,Synthetic Biology; Bacterial genome size; Budding yeast; Genome Engineering,Genome; Biology; Yeast; Synthetic biology; Bacterial genome size; Computational biology; Saccharomyces cerevisiae; Budding yeast; Genome engineering; Genetics; Genome editing; Gene,,,10.1016/j.coisb.2020.09.003
10.1371/journal.pone.0188453,Recent development on DNA &amp; genome synthesis,2023-11-23,article,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; RNA and protein synthesis mechanisms; Bacterial Genetics and Biotechnology,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology,Genome; Biology; Synthetic biology; Computational biology; DNA sequencing; DNA; DNA synthesis; Genetics; Gene,,,10.1016/j.coisb.2023.100490
